name	SRX2026434	SRX2026414	SRX2026415	SRX2026416	SRX2026417	SRX2026436	SRX2026437	SRX2026412	SRX2026413	SRX2026418	SRX2026419	SRX2026432	SRX2026433	SRX2026430	SRX2026431	SRX2026421	SRX2026420	SRX2026423	SRX2026422	SRX2026425	SRX2026424	SRX2026427	SRX2026426	SRX2026429	SRX2026428	SRX2026435
hsa-miR-9-3p	5	21	0	6	11	11	0	10	7	5	0	10	8	0	13	7	7	8	9	8	0	4	27	3	7	49	235.97999999999996
hsa-miR-1229-3p	9	5	4	11	33	5	13	28	18	3	17	4	7	0	7	16	5	5	11	3	0	12	4	7	5	0	232.0
hsa-miR-369-3p	0	30	0	19	4	0	13	0	0	8	0	12	7	24	23	28	7	0	18	14	0	6	0	11	6	0	230.0
hsa-miR-4645-3p	28	0	0	37	4	20	15	0	0	10	0	12	13	0	3	15	0	5	7	5	14	11	0	18	12	0	229.0
hsa-miR-4467	20	0	0	0	7	3	14	58	15	0	9	2	17	0	38	0	4	14	24	0	0	0	0	0	4	0	229.0
hsa-miR-5100	5	7	10	3	0	2	10	15	0	7	0	38	23	24	0	7	0	10	4	13	2	9	8	5	17	9	228.0
hsa-miR-7110-3p	2	7	0	17	9	3	16	0	12	0	14	7	7	24	3	5	10	0	45	4	20	15	8	0	0	0	228.0
hsa-miR-942-3p	11	8	0	9	0	15	15	0	0	3	36	14	5	19	4	0	0	0	2	7	0	0	23	19	14	23	227.0
hsa-miR-3180-3p	35	2	0	0	4	3	15	4	4	8	20	4	11	23	6	3	0	10	2	2	3	3	3	19	2	41	226.16
hsa-miR-200a-5p	8	4	5	16	0	0	19	40	4	5	3	8	10	19	14	0	0	21	7	0	8	13	7	4	9	0	224.0
hsa-miR-581	23	2	7	30	13	9	5	9	0	2	14	0	11	0	7	4	0	9	0	9	4	24	16	21	4	0	223.0
hsa-miR-6806-3p	34	0	0	0	0	3	9	11	0	0	11	5	5	20	5	0	6	24	5	17	11	0	20	11	10	16	223.0
hsa-miR-4488	7	3	7	6	18	2	38	3	6	5	2	9	6	35	0	4	0	34	0	2	8	3	0	3	2	18	221.0
hsa-miR-296-3p	11	5	0	7	0	3	17	0	0	0	14	25	4	15	8	0	0	5	0	7	0	6	19	10	4	58	218.0
hsa-miR-194-3p	13	2	8	18	5	7	0	12	15	0	0	3	9	0	6	5	0	22	2	4	0	12	45	0	2	26	216.0
hsa-miR-301a-3p	5	22	11	2	9	10	0	6	0	4	0	5	11	0	12	31	2	32	2	0	12	0	19	10	0	11	216.0
hsa-miR-24-1-5p	19	7	3	0	2	5	3	20	26	6	7	4	5	11	1	2	0	6	6	19	0	16	13	0	12	24	215.5
hsa-miR-6818-3p	20	8	13	0	0	5	22	10	15	5	0	3	17	0	9	9	2	25	2	14	0	27	0	4	4	0	214.0
hsa-miR-624-5p	19	0	0	16	12	4	29	9	0	15	5	4	7	25	0	20	4	0	3	0	0	7	9	13	11	0	212.0
hsa-miR-6735-5p	11	12	2	3	11	0	28	8	0	5	8	18	0	0	3	5	2	2	0	11	38	0	10	26	7	0	210.0
hsa-miR-6855-3p	20	17	5	16	4	2	14	3	19	5	9	2	2	0	0	7	8	0	17	11	3	8	29	3	4	0	208.0
hsa-miR-3188	8	0	0	5	0	10	6	0	15	22	0	29	15	19	6	12	2	0	0	2	0	32	6	0	15	0	204.0
hsa-miR-628-5p	0	39	17	19	0	0	0	10	6	9	0	2	2	0	2	7	11	0	7	7	12	0	36	11	5	0	202.0
hsa-miR-658	4	0	0	0	5	2	14	3	0	5	11	11	2	22	4	3	3	2	0	6	5	2	2	19	11	63	199.0
hsa-miR-4762-3p	0	3	0	12	17	0	6	36	0	3	0	0	5	0	0	13	6	3	0	4	15	15	8	3	9	41	199.0
hsa-miR-217-5p	7	0	0	3	0	0	55	22	34	0	0	0	3	23	9	10	0	0	0	0	0	0	0	9	6	18	199.0
hsa-miR-5581-3p	0	0	4	6	0	5	12	0	0	0	9	0	4	0	2	17	2	12	2	3	22	0	18	11	11	58	198.0
hsa-miR-6809-5p	0	10	3	24	0	7	23	0	16	0	17	2	0	0	7	2	0	12	6	2	11	11	26	12	7	0	198.0
hsa-miR-3940-3p	26	4	0	11	24	12	11	7	0	3	0	0	11	0	5	0	4	7	0	5	6	12	5	7	0	37	197.0
hsa-miR-6833-3p	15	5	0	13	0	17	19	0	0	10	28	10	7	12	2	3	3	10	7	10	2	11	0	0	5	8	197.0
hsa-miR-3157-3p	12	5	0	24	9	14	2	16	0	18	0	3	8	0	0	11	0	10	7	14	12	3	9	13	6	0	196.0
hsa-miR-4306	28	0	0	7	4	0	18	0	6	4	9	2	11	26	12	4	3	6	1	10	12	7	4	9	11	8	195.5
hsa-miR-3127-3p	7	15	3	6	6	3	0	0	0	4	0	11	11	23	9	14	2	12	2	21	0	22	0	22	2	0	195.0
hsa-miR-579-5p	13	18	0	10	19	8	15	12	0	0	0	10	5	0	0	12	6	0	2	2	13	7	27	11	4	0	194.0
hsa-miR-17-3p	18	14	0	16	7	0	0	0	22	2	3	5	12	0	8	11	3	0	0	3	15	10	16	17	11	0	193.0
hsa-miR-6843-3p	5	4	0	7	0	0	7	0	11	9	0	3	9	20	3	10	0	0	2	20	18	19	26	4	9	0	186.0
hsa-miR-3191-3p	7	11	2	5	4	2	2	5	5	6	6	14	16	0	5	26	2	0	7	15	3	15	21	2	5	0	186.0
hsa-miR-2116-3p	0	3	0	10	7	3	2	6	44	2	19	13	0	18	4	0	2	16	0	2	0	5	0	6	0	20	182.0
hsa-miR-376c-3p	0	11	2	0	0	0	0	20	0	8	0	7	4	0	0	5	0	22	21	10	14	29	27	0	2	0	182.0
hsa-miR-211-5p	11	0	15	0	14	4	0	0	0	0	0	0	14	19	2	7	0	6	11	0	0	29	18	8	21	0	179.0
hsa-miR-4773	14	8	5	2	0	5	11	8	0	0	0	28	0	0	3	24	0	0	2	0	23	4	8	23	10	0	178.0
hsa-miR-4489	24	0	0	4	2	2	8	3	0	4	4	4	10	24	3	16	2	4	2	6	0	8	3	32	11	0	176.0
hsa-miR-2276-3p	9	0	0	2	9	0	11	4	0	10	5	4	0	0	0	11	0	12	0	13	4	2	18	0	0	60	174.0
hsa-miR-34c-5p	14	18	3	0	13	0	0	13	11	2	0	0	19	0	6	0	0	0	0	0	0	3	0	33	10	28	173.0
hsa-miR-3192-5p	5	0	0	8	0	5	8	0	14	7	0	0	7	28	5	4	0	0	0	0	0	2	21	0	9	47	170.0
hsa-miR-877-3p	0	9	2	41	3	0	12	0	5	0	0	0	4	24	4	8	2	0	20	0	0	17	14	2	3	0	170.0
hsa-miR-3200-5p	64	0	0	0	0	5	0	10	0	0	0	0	0	0	8	10	5	12	11	11	4	8	9	8	4	0	169.0
hsa-miR-376a-3p	5	2	2	10	0	11	24	2	24	7	0	4	2	0	8	25	0	0	12	8	2	13	0	8	0	0	169.0
hsa-miR-616-5p	3	5	4	0	0	16	19	22	0	0	0	6	0	35	2	4	0	0	7	15	0	3	19	0	8	0	168.0
hsa-miR-1538	0	2	0	5	5	0	7	6	0	4	4	15	6	3	8	17	2	12	10	3	22	2	14	3	16	0	166.0
hsa-miR-744-3p	8	5	0	8	0	9	39	0	21	2	0	0	0	0	0	6	3	0	3	6	0	3	17	9	14	13	166.0
hsa-miR-4448	12	3	5	0	0	2	0	0	0	0	0	0	11	23	19	13	10	13	2	0	0	11	14	14	14	0	166.0
hsa-miR-548ay-3p	23	6	3	2	5	7	7	0	0	20	0	4	5	0	8	0	0	26	0	4	8	11	3	21	2	0	165.0
hsa-miR-216b-5p	3	0	12	0	8	4	15	82	10	0	0	0	0	8	2	0	0	9	0	0	0	0	0	5	6	0	164.0
hsa-miR-6882-5p	0	0	5	12	7	0	5	0	14	4	5	0	3	0	2	24	2	8	5	0	12	5	0	8	4	37	162.0
hsa-miR-202-3p	0	0	6	8	6	0	74	0	0	5	0	2	0	0	7	0	2	0	0	0	0	12	5	30	4	0	161.0
hsa-miR-4657	15	0	0	38	2	0	9	0	0	3	0	5	2	0	8	20	0	0	0	6	0	14	21	11	6	0	160.0
hsa-miR-5003-3p	45	0	0	0	14	5	0	0	0	8	0	0	3	0	4	0	8	9	2	6	0	4	34	13	3	0	158.0
hsa-miR-4466	0	4	4	9	3	5	6	17	15	2	2	0	0	11	0	0	2	21	0	4	23	2	10	0	0	17	157.0
hsa-miR-4654	10	0	3	17	0	6	0	15	5	7	0	11	9	0	2	12	0	0	6	5	2	14	23	5	4	0	156.0
hsa-miR-6750-5p	40	3	0	2	8	5	9	7	0	0	10	0	6	0	4	2	0	4	2	5	0	3	0	17	7	22	156.0
hsa-miR-496	3	4	0	0	0	0	39	0	0	3	0	8	4	38	2	0	0	15	0	6	0	0	10	24	0	0	156.0
hsa-miR-4781-3p	11	0	17	5	0	0	0	5	0	2	14	0	11	0	3	12	0	0	12	10	9	5	20	9	10	0	155.0
hsa-miR-1914-5p	0	0	4	13	0	0	0	0	0	2	0	2	0	32	9	18	0	2	0	3	3	27	17	22	0	0	154.0
hsa-miR-147b-3p	22	0	3	4	6	15	0	0	20	2	4	2	3	9	10	0	0	6	5	0	3	10	5	8	16	0	153.0
hsa-miR-377-5p	0	8	7	4	0	5	0	0	0	2	0	0	18	22	6	25	0	2	2	5	23	14	0	5	2	2	152.0
hsa-miR-365a-5p	0	6	0	4	11	0	14	34	0	0	0	5	5	0	3	12	6	10	5	2	0	14	0	4	2	15	152.0
hsa-miR-1238-3p	0	0	0	26	29	0	0	5	21	0	0	12	0	0	5	12	0	10	3	9	6	12	0	0	0	0	150.0
hsa-miR-5695	12	0	3	36	3	0	6	0	0	4	5	2	0	0	2	5	0	16	9	5	0	3	8	5	3	23	150.0
hsa-miR-933	17	3	2	0	0	0	10	0	0	6	0	22	0	25	0	25	0	0	0	6	6	5	4	8	11	0	150.0
hsa-miR-338-3p	7	2	5	2	2	7	0	12	14	0	14	2	7	5	2	0	0	0	0	11	0	12	34	11	0	0	149.0
hsa-miR-6810-5p	0	2	2	16	0	0	10	17	13	13	10	11	2	0	10	19	0	8	0	4	0	2	4	2	4	0	149.0
hsa-miR-548j-3p	0	14	0	7	0	6	5	0	0	5	0	13	19	0	0	6	0	16	15	3	15	4	12	5	3	0	148.0
hsa-miR-4286	0	19	0	10	0	0	12	16	0	0	0	6	2	0	3	5	4	0	0	16	6	17	16	3	13	0	148.0
hsa-miR-539-5p	0	0	4	12	0	0	45	0	0	5	0	0	0	0	3	0	0	15	7	6	16	6	19	10	0	0	148.0
hsa-miR-1288-3p	8	14	4	3	0	0	13	27	0	2	0	0	0	0	10	0	0	2	2	14	3	7	16	14	9	0	148.0
hsa-miR-3121-3p	15	0	4	4	0	0	23	0	0	4	0	21	0	0	0	0	4	17	0	7	11	0	15	2	0	20	147.0
hsa-miR-3200-3p	12	0	0	7	0	6	0	8	0	9	0	0	0	0	9	10	0	32	0	0	0	8	9	14	19	0	143.0
hsa-miR-3199	3	2	0	0	4	7	19	16	0	0	0	0	7	35	2	0	2	10	3	2	0	2	10	10	7	0	141.0
hsa-miR-197-5p	3	6	0	3	3	0	14	8	0	0	11	2	0	4	6	7	5	12	0	2	15	12	19	3	6	0	141.0
hsa-miR-597-3p	24	4	0	7	0	11	13	8	0	6	0	18	7	0	2	0	9	0	2	2	0	3	3	16	4	0	139.0
hsa-miR-4745-5p	0	0	0	3	7	0	10	16	17	4	19	2	3	0	5	4	0	3	2	5	12	5	0	7	0	15	139.0
hsa-miR-5697	5	6	0	0	0	2	20	0	0	0	0	9	4	17	3	8	0	0	0	5	19	0	0	17	2	21	138.0
hsa-miR-4742-5p	0	20	0	19	14	4	0	6	14	2	0	3	4	0	2	0	0	0	17	13	7	8	0	3	2	0	138.0
hsa-miR-33a-5p	7	0	0	7	0	3	10	0	0	0	0	7	8	27	10	4	0	7	0	6	0	5	0	8	19	9	137.0
hsa-miR-29b-2-5p	0	0	0	0	0	12	0	0	0	8	0	0	0	13	6	0	2	0	3	5	2	4	4	15	5	57	136.0
hsa-miR-676-3p	8	0	0	6	7	8	10	9	17	2	0	11	0	41	0	0	3	2	2	2	0	3	0	3	2	0	136.0
hsa-miR-380-5p	0	9	6	5	0	5	8	0	0	0	0	7	13	0	4	0	2	0	10	15	0	14	0	6	3	28	135.0
hsa-miR-20b-3p	13	0	0	14	7	0	0	0	0	0	10	0	11	24	0	0	0	0	0	0	0	0	0	0	0	55	134.0
hsa-miR-3140-3p	26	0	0	4	7	12	20	10	0	6	3	0	0	0	8	0	0	4	2	4	0	4	0	11	13	0	134.0
hsa-miR-6881-3p	0	7	0	7	0	0	0	3	19	18	0	0	3	0	5	0	0	30	7	2	31	0	0	0	2	0	134.0
hsa-miR-190a-5p	3	0	5	0	10	0	8	4	26	13	0	12	9	0	2	0	5	0	2	5	0	7	6	10	7	0	134.0
hsa-miR-605-5p	0	16	0	15	13	0	7	11	4	4	0	10	18	0	0	0	3	0	0	11	0	6	0	7	6	0	131.0
hsa-miR-6850-5p	16	0	2	15	12	0	0	6	5	6	15	2	3	0	3	0	0	0	0	0	5	3	26	8	4	0	131.0
hsa-miR-374b-3p	8	17	3	0	0	0	0	0	0	3	0	18	8	0	0	9	2	5	2	3	0	18	14	6	14	0	130.0
hsa-miR-2277-5p	3	12	4	2	0	0	24	0	0	8	8	5	0	0	0	20	2	16	4	2	0	5	8	4	3	0	130.0
hsa-miR-141-3p	4	0	2	5	1	0	19	27	0	0	0	2	10	0	4	3	3	21	2	3	0	0	9	15	0	0	130.0
hsa-miR-3154	0	7	5	2	0	0	6	29	0	16	0	10	3	0	2	4	0	7	0	5	14	6	6	0	5	0	127.0
hsa-miR-5588-5p	0	7	3	6	0	7	0	15	0	4	0	0	0	0	0	0	5	20	7	4	4	8	0	23	2	12	127.0
hsa-miR-6511a-5p	7	10	0	2	0	3	2	5	2	11	0	14	2	0	6	0	2	10	4	2	0	0	5	4	18	14	124.0
hsa-miR-7856-5p	0	10	6	7	0	0	6	0	0	9	0	0	0	0	0	21	4	0	13	3	0	3	34	7	0	0	123.0
hsa-miR-4753-5p	29	0	0	4	0	2	3	6	0	0	0	0	5	14	0	2	2	0	0	3	2	0	0	14	2	35	123.0
hsa-miR-1323	0	6	0	0	11	18	0	0	0	13	0	0	0	25	0	0	0	37	6	0	0	0	0	0	6	0	122.0
hsa-miR-6804-5p	6	0	0	0	7	2	0	0	9	0	10	3	14	0	3	5	2	6	0	4	0	0	22	14	0	15	122.0
hsa-miR-10395-3p	11	0	0	0	9	42	4	0	0	0	21	0	0	0	0	3	0	0	0	0	0	0	0	4	25	3	122.0
hsa-miR-668-3p	0	0	0	3	6	0	0	15	5	0	0	19	7	0	2	23	3	0	3	18	0	13	0	3	0	0	120.0
hsa-miR-301b-3p	4	14	0	9	0	6	19	0	0	0	0	9	2	11	4	12	0	0	8	6	0	0	11	0	3	0	118.0
hsa-miR-122b-5p	6	2	10	0	6	0	8	40	0	0	0	0	0	0	0	10	0	0	0	7	6	0	2	0	11	10	118.0
hsa-miR-1248	0	13	7	0	0	29	0	0	0	0	22	0	0	22	0	0	0	0	0	0	0	4	11	0	9	0	117.0
hsa-miR-3617-5p	0	0	0	0	6	0	0	0	0	4	0	0	8	18	4	0	3	0	9	9	0	0	14	15	9	18	117.0
hsa-miR-9903	6	5	6	13	3	0	19	0	0	0	11	16	8	0	0	0	0	0	0	0	0	0	10	0	0	20	117.0
hsa-miR-551a	0	8	0	0	0	0	7	12	0	4	0	5	5	0	0	5	0	9	0	15	11	9	7	15	5	0	117.0
hsa-miR-508-3p	4	0	3	14	0	0	15	0	0	0	3	0	0	0	4	13	3	6	0	0	13	13	10	9	6	0	116.0
hsa-miR-935	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	6	0	5	7	0	9	69	115.0
hsa-miR-4796-5p	11	0	0	0	0	5	20	16	0	4	0	6	0	0	0	0	0	0	0	3	25	2	15	2	6	0	115.0
hsa-miR-1197	0	20	6	0	0	0	7	0	0	8	16	0	0	0	11	10	10	13	3	6	0	5	0	0	0	0	115.0
hsa-miR-3151-5p	0	0	3	2	11	2	6	0	5	5	4	7	0	50	3	2	0	0	0	0	0	8	6	0	0	0	114.0
hsa-miR-6802-5p	5	5	0	8	4	0	7	2	5	4	5	11	8	13	0	0	0	4	2	7	0	8	0	16	0	0	114.0
hsa-miR-3675-5p	17	6	14	11	0	0	20	6	0	0	0	0	0	0	0	7	0	11	0	4	0	4	12	2	0	0	114.0
hsa-miR-18b-5p	15	0	0	0	4	1	11	1	6	2	5	3	8	0	4	0	3	0	2	5	3	3	0	10	16	14	113.0
hsa-miR-1910-3p	0	10	2	0	2	0	0	24	0	4	0	3	2	0	4	0	0	2	0	8	15	6	10	10	2	9	113.0
hsa-miR-3186-5p	0	0	0	0	0	8	0	0	14	6	18	5	0	0	9	0	0	0	5	0	20	11	8	0	9	0	113.0
hsa-miR-6516-3p	4	15	5	0	4	8	2	0	0	0	0	0	2	0	6	0	0	13	3	0	13	9	4	14	9	0	111.0
hsa-miR-6783-3p	13	9	0	0	6	6	5	0	0	0	13	3	9	0	2	2	2	0	4	6	0	17	6	8	0	0	111.0
hsa-miR-4727-3p	11	0	2	3	0	9	22	0	14	2	0	3	2	0	0	0	0	0	0	0	9	3	15	11	4	0	110.0
hsa-miR-3176	27	0	0	10	8	12	15	0	2	11	0	6	0	0	4	0	0	2	0	0	0	2	0	10	0	0	109.0
hsa-miR-627-3p	13	0	0	0	2	0	0	0	0	0	0	14	13	0	2	0	3	13	0	8	6	5	8	18	3	0	108.0
hsa-miR-7851-3p	3	13	0	6	0	0	0	13	10	8	15	0	2	0	0	17	8	0	0	0	0	7	3	0	3	0	108.0
hsa-miR-541-3p	0	2	4	8	0	0	0	6	8	0	0	0	3	0	0	5	0	0	11	26	23	0	0	9	2	0	107.0
hsa-miR-149-5p	0	19	0	9	0	0	0	5	0	0	0	0	3	25	0	0	0	0	5	7	0	6	0	0	4	24	107.0
hsa-miR-548n	2	8	0	0	14	9	0	1	0	10	15	5	0	12	1	4	0	0	0	6	0	0	3	6	3	8	105.5
hsa-miR-5188	21	0	0	0	2	4	0	0	0	0	0	0	0	17	6	9	0	0	0	4	7	0	30	3	2	0	105.0
hsa-miR-4690-3p	21	6	0	0	10	4	6	0	0	4	0	0	0	8	18	0	0	15	0	0	0	0	0	10	3	0	105.0
hsa-miR-548q	18	0	2	0	0	0	0	0	20	4	0	0	7	0	2	5	4	0	2	3	0	0	0	34	3	0	104.0
hsa-miR-7977	0	6	4	2	2	3	8	3	0	3	4	0	11	13	4	2	2	0	0	3	0	9	13	0	12	0	104.0
hsa-miR-582-5p	0	0	0	0	0	0	19	0	0	2	0	25	8	0	0	7	0	12	0	0	0	0	10	14	7	0	104.0
hsa-miR-642a-5p	4	16	0	0	0	11	8	14	6	0	0	0	2	0	4	7	0	0	0	0	0	0	24	2	0	5	103.0
hsa-miR-4686	0	0	2	0	4	0	0	6	0	0	0	3	2	5	0	15	2	40	0	0	8	0	4	8	3	0	102.0
hsa-miR-4724-5p	6	0	0	10	0	9	22	0	0	0	0	19	0	0	0	2	3	9	0	0	5	0	6	0	4	6	101.0
hsa-miR-5090	29	0	0	4	0	0	5	25	2	2	0	7	0	4	0	4	0	0	2	3	2	0	7	5	0	0	101.0
hsa-miR-6837-5p	0	8	4	5	5	0	10	0	0	2	0	24	4	0	9	10	0	2	4	0	0	2	4	7	0	0	100.0
hsa-miR-664b-3p	0	2	10	9	3	3	4	0	0	0	0	0	0	0	2	0	0	7	16	7	2	4	24	0	7	0	100.0
hsa-miR-4433a-3p	10	0	0	2	3	0	4	25	3	5	3	0	3	13	4	3	0	2	2	0	0	2	0	11	3	2	100.0
hsa-miR-5001-3p	6	0	8	16	0	0	15	3	0	0	7	8	5	0	7	2	0	0	3	0	0	2	11	0	7	0	100.0
hsa-miR-299-5p	9	0	0	11	0	6	10	0	0	7	0	5	9	0	0	5	2	6	5	4	0	9	6	6	0	0	100.0
hsa-miR-4775	0	3	0	8	7	0	0	0	14	0	0	24	9	0	0	0	0	0	4	0	0	7	14	5	4	0	99.0
hsa-miR-509-3p	22	2	0	5	0	5	0	12	0	6	0	0	9	0	0	0	0	8	9	0	7	3	0	3	8	0	99.0
hsa-let-7c-3p	9	0	12	0	0	0	0	21	0	0	0	0	7	0	6	0	0	10	0	0	0	2	0	27	4	0	98.0
hsa-miR-5698	0	0	0	0	7	0	5	0	11	0	3	2	0	28	0	0	0	6	7	5	0	6	3	12	3	0	98.0
hsa-miR-3939	0	0	2	0	12	0	0	2	0	5	17	0	13	0	0	11	0	0	4	2	3	0	2	7	4	14	98.0
hsa-miR-6783-5p	17	4	0	9	0	3	0	0	0	5	0	18	4	0	4	2	0	14	0	2	0	0	0	12	2	0	96.0
hsa-miR-7113-5p	2	18	0	14	0	3	0	5	0	0	12	0	5	0	0	0	0	9	0	0	0	18	9	0	0	0	95.0
hsa-miR-4433a-5p	7	0	3	3	6	2	7	0	24	0	11	0	0	14	2	0	2	9	0	0	0	0	0	0	3	0	93.0
hsa-miR-30c-2-3p	11	2	0	0	0	2	0	0	2	3	0	8	8	0	8	0	3	0	0	0	14	11	2	12	7	0	93.0
hsa-miR-6130	11	2	4	7	2	2	2	2	4	1	1	3	2	4	2	2	1	7	3	4	7	6	4	4	5	2	92.35
hsa-miR-6501-5p	13	7	0	2	5	0	15	9	0	2	7	0	0	0	7	9	0	0	0	2	0	0	7	0	7	0	92.0
hsa-miR-4672	19	0	0	0	3	4	7	0	11	7	3	0	0	0	0	2	0	10	2	0	17	0	3	3	0	0	91.0
hsa-miR-4660	16	0	0	8	0	2	0	0	0	6	0	0	0	0	0	17	2	20	0	7	13	0	0	0	0	0	91.0
hsa-miR-4701-5p	0	2	0	11	0	0	0	24	0	3	0	0	10	0	0	4	2	0	0	6	5	0	11	5	8	0	91.0
hsa-miR-4437	8	0	0	5	0	0	16	0	0	0	8	4	3	0	0	8	2	15	2	0	0	2	6	12	0	0	91.0
hsa-miR-370-5p	0	0	12	2	16	0	9	10	0	2	0	0	0	0	8	4	0	0	3	0	15	7	0	3	0	0	91.0
hsa-miR-6826-5p	13	19	0	2	0	0	0	0	0	3	0	9	5	0	0	0	0	0	20	0	10	0	0	2	0	7	90.0
hsa-miR-3149	20	0	0	14	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	6	19	0	0	16	0	0	90.0
Hsa-Mir-4773_5p	0	0	0	11	0	0	0	3	0	2	0	3	10	0	0	0	0	0	0	14	25	9	0	11	2	0	90.0
hsa-miR-193b-3p	2	0	5	2	0	0	0	41	5	0	0	0	0	0	3	5	3	0	2	0	0	3	0	3	16	0	90.0
hsa-miR-6509-3p	2	4	0	12	8	0	0	0	5	8	9	0	10	0	4	0	0	6	0	0	17	0	0	0	4	0	89.0
hsa-miR-3911	0	2	0	21	0	0	0	0	0	0	0	0	6	16	0	7	0	15	0	3	8	2	0	5	3	0	88.0
hsa-miR-31-5p	7	20	18	0	0	0	0	0	0	0	6	5	3	0	0	0	0	0	0	0	0	0	0	4	0	25	88.0
hsa-miR-548u	5	4	4	0	0	3	0	0	0	4	0	11	0	0	3	0	0	7	0	4	0	9	27	2	4	0	87.0
hsa-miR-6763-5p	0	9	0	12	5	0	0	0	8	3	0	5	0	22	0	0	0	0	0	7	0	5	2	7	2	0	87.0
hsa-miR-6754-3p	15	7	0	0	4	7	0	8	0	0	21	0	0	0	4	2	0	6	0	4	0	3	0	6	0	0	87.0
hsa-miR-487b-5p	0	0	2	14	7	0	0	8	0	6	0	0	0	0	0	3	0	0	7	5	2	15	7	5	6	0	87.0
hsa-miR-4482-3p	7	0	0	0	0	0	18	0	8	0	9	16	0	0	0	0	0	0	8	0	0	16	0	0	4	0	86.0
hsa-miR-6861-3p	6	0	0	0	0	0	3	8	0	16	10	0	0	11	0	13	3	0	2	4	3	3	0	0	3	0	85.0
hsa-miR-1910-5p	0	0	11	13	0	0	4	18	0	2	0	0	0	0	3	0	0	0	0	0	0	9	19	6	0	0	85.0
hsa-miR-3677-3p	0	0	0	0	2	2	4	0	9	2	10	0	0	16	13	13	0	0	0	0	0	0	2	0	3	9	85.0
hsa-miR-6505-3p	0	0	6	4	4	4	0	0	23	0	0	0	5	18	0	0	0	2	3	3	0	6	5	0	2	0	85.0
hsa-miR-943	0	3	0	0	0	0	0	0	7	8	0	14	0	0	0	13	0	0	4	3	0	15	3	5	9	0	84.0
hsa-miR-6857-3p	31	0	2	12	0	0	0	5	0	8	0	0	3	9	0	0	0	0	0	0	0	4	6	0	4	0	84.0
hsa-miR-6502-5p	0	3	0	9	0	10	8	0	0	3	0	0	0	0	0	8	0	0	0	3	0	0	6	4	4	26	84.0
hsa-miR-1269a	0	0	0	0	0	0	17	29	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	2	0	83.0
hsa-miR-548t-5p	7	19	2	0	0	3	13	0	0	0	0	0	6	0	0	0	0	0	0	10	0	4	0	7	0	11	82.0
hsa-miR-6892-5p	0	7	4	0	0	0	12	0	0	4	20	2	5	0	0	11	0	0	0	5	6	6	0	0	0	0	82.0
hsa-miR-154-5p	0	0	0	7	0	0	6	0	11	6	0	0	5	14	8	0	0	0	0	13	0	7	0	5	0	0	82.0
hsa-miR-6832-5p	0	12	0	9	0	0	0	0	0	0	0	10	0	26	3	2	0	0	8	3	0	0	0	9	0	0	82.0
hsa-miR-6738-3p	0	5	0	0	0	0	0	26	12	2	0	0	0	0	0	0	4	12	13	0	2	4	0	0	2	0	82.0
hsa-miR-3685	0	0	4	0	0	0	0	0	0	0	0	5	2	0	4	5	0	0	0	0	14	8	36	4	0	0	82.0
hsa-miR-497-5p	5	3	0	0	9	0	4	0	0	0	0	6	0	36	3	0	0	0	0	2	0	0	11	2	0	0	81.0
hsa-miR-3146	12	0	5	5	0	2	0	0	0	2	0	7	12	0	2	2	3	0	5	0	0	6	0	12	6	0	81.0
hsa-miR-4723-5p	0	0	0	2	0	0	0	0	6	0	0	2	0	4	0	8	0	0	0	0	0	2	9	10	0	38	81.0
hsa-miR-1228-3p	5	0	0	0	0	0	8	3	6	0	5	2	8	12	0	4	2	0	0	0	0	0	0	0	0	25	80.0
hsa-miR-1258	0	0	3	0	0	0	0	0	10	0	0	20	4	12	0	11	0	0	2	0	18	0	0	0	0	0	80.0
hsa-miR-222-5p	7	2	0	6	4	0	0	0	0	0	0	6	5	23	0	0	0	6	5	2	0	6	0	0	8	0	80.0
hsa-miR-1277-3p	9	12	0	0	0	0	5	0	16	4	0	0	0	5	3	0	0	0	7	0	0	0	3	0	2	13	79.0
hsa-miR-6503-5p	0	0	0	0	9	6	3	2	0	0	0	13	0	0	2	22	0	0	0	0	0	8	10	0	4	0	79.0
hsa-miR-5004-3p	0	0	9	0	0	0	0	15	10	3	0	5	0	0	2	0	4	0	6	0	0	0	18	0	7	0	79.0
hsa-miR-6883-3p	11	4	0	4	0	0	0	0	0	0	13	4	6	0	5	0	3	15	0	0	2	0	3	8	0	0	78.0
hsa-miR-202-5p	0	0	0	8	0	4	19	4	0	0	0	2	3	0	0	0	0	0	0	2	0	21	0	3	11	0	77.0
hsa-miR-6758-3p	0	6	7	0	0	0	0	9	0	4	0	0	0	0	0	0	7	7	2	7	0	0	10	3	0	15	77.0
hsa-miR-6726-3p	3	0	0	0	3	0	0	0	21	0	0	0	0	8	0	0	2	11	4	0	0	7	3	15	0	0	77.0
hsa-miR-152-5p	0	0	0	10	7	0	13	7	0	8	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	76.0
hsa-miR-101-5p	19	5	0	5	10	0	5	0	7	4	0	0	8	0	0	0	0	0	0	0	0	0	0	8	4	0	75.0
