name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-502-5p	0	0	0	0	10	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	17.0
hsa-miR-4797-5p	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17.0
hsa-miR-4721	0	0	0	0	0	11	0	0	0	0	0	0	2	2	0	0	0	0	2	0	17.0
hsa-miR-3180-5p	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.020000000000003
hsa-miR-6763-5p	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	4	0	4	0	16.0
hsa-miR-216b-5p	0	0	0	0	0	0	0	2	2	0	0	4	3	3	0	0	0	0	2	0	16.0
hsa-miR-302a-3p	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16.0
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16.0
hsa-miR-5091	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16.0
hsa-miR-103a-2-5p	0	0	0	0	10	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16.0
hsa-miR-29b-2-5p	0	0	0	0	4	2	0	0	0	0	2	0	2	0	0	0	0	0	6	0	16.0
hsa-miR-154-3p	0	2	0	0	0	5	0	4	0	0	0	2	0	0	0	0	0	3	0	0	16.0
hsa-miR-3161	0	0	0	0	6	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	16.0
hsa-miR-372-3p	0	0	0	0	7	0	0	2	0	0	2	0	0	0	0	0	0	0	5	0	16.0
hsa-miR-5008-3p	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	2	0	6	0	16.0
hsa-miR-99a-3p	0	0	0	0	3	3	0	0	0	0	3	2	5	0	0	0	0	0	0	0	16.0
hsa-miR-135a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	16.0
hsa-miR-513c-5p	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-376c-5p	0	0	2	0	0	9	0	0	0	3	2	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-6741-3p	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	16.0
hsa-miR-3939	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16.0
hsa-miR-550a-3-5p	0	0	2	0	6	0	0	0	0	0	0	1	3	0	0	0	1	0	2	0	15.47
hsa-miR-6511a-5p	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	4	0	5	0	15.199999999999998
hsa-miR-6855-5p	0	0	0	0	9	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	15.0
hsa-miR-4684-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	9	0	15.0
hsa-miR-1277-3p	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-338-5p	0	0	0	0	5	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-3188	0	0	0	0	8	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-33a-3p	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15.0
hsa-miR-6743-3p	0	0	0	0	5	0	0	0	0	0	0	4	4	0	0	0	0	0	2	0	15.0
hsa-miR-4665-5p	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	15.0
hsa-miR-214-5p	0	0	0	2	0	2	2	0	0	0	0	0	6	0	0	0	0	0	0	3	15.0
hsa-miR-378e	0	0	0	0	1	1	0	0	0	0	1	4	1	4	0	0	1	0	2	0	14.8
hsa-miR-124-3p	0	0	0	0	2	3	0	2	0	3	0	0	4	0	0	0	0	0	0	0	14.01
hsa-miR-1252-5p	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	3	0	3	0	14.0
hsa-miR-6797-3p	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	14.0
hsa-miR-6834-5p	0	0	0	0	2	5	0	2	0	0	0	5	0	0	0	0	0	0	0	0	14.0
hsa-miR-6807-5p	0	0	0	0	4	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	14.0
hsa-miR-3173-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	14.0
hsa-miR-627-5p	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14.0
hsa-miR-3195	0	3	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	3	0	14.0
hsa-miR-1284	0	0	0	0	8	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14.0
hsa-miR-6513-3p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	14.0
hsa-miR-146a-3p	0	0	0	0	2	2	0	0	0	0	0	6	2	0	0	0	2	0	0	0	14.0
hsa-miR-6854-5p	0	0	0	0	6	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	14.0
hsa-miR-431-5p	0	0	0	0	0	2	2	5	2	0	0	0	3	0	0	0	0	0	0	0	14.0
hsa-miR-3617-5p	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0
hsa-miR-520g-3p	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14.0
hsa-miR-10396b-5p	0	0	0	0	5	0	0	1	0	0	0	2	0	0	0	0	1	0	3	0	13.280000000000001
hsa-miR-6855-3p	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-6837-3p	2	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	13.0
hsa-miR-6515-5p	0	0	0	0	6	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-4688	0	0	0	0	4	4	0	2	0	0	0	0	0	0	0	0	0	0	3	0	13.0
hsa-miR-5090	0	0	0	0	6	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-4685-3p	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	13.0
hsa-miR-3115	0	0	0	0	7	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-6786-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13.0
hsa-miR-1914-3p	0	0	0	0	4	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-652-5p	0	0	0	0	9	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	13.0
hsa-miR-5699-5p	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-3648	0	0	0	0	3	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13.0
hsa-miR-6741-5p	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	5	0	13.0
hsa-miR-4804-5p	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	4	0	12.0
hsa-miR-1228-3p	0	0	0	0	5	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	12.0
hsa-miR-548j-3p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12.0
hsa-miR-6829-5p	0	0	0	0	6	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-3619-5p	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	12.0
hsa-miR-491-5p	0	0	0	0	2	6	0	0	0	0	0	0	2	0	0	0	0	2	0	0	12.0
hsa-miR-3128	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12.0
hsa-miR-378f	0	0	0	0	2	4	0	0	0	0	0	2	4	0	0	0	0	0	0	0	12.0
hsa-miR-4523	0	0	0	0	3	5	0	0	0	0	0	0	2	0	0	0	0	0	2	0	12.0
hsa-miR-5581-3p	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	12.0
hsa-miR-6881-3p	0	0	0	0	6	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	12.0
hsa-miR-296-5p	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12.0
hsa-miR-1180-5p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12.0
hsa-miR-3144-3p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12.0
hsa-miR-6842-5p	0	0	0	0	2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-4449	0	0	0	0	2	0	0	3	0	0	0	2	2	0	3	0	0	0	0	0	12.0
hsa-miR-4797-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	12.0
hsa-miR-767-3p	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11.0
hsa-miR-548d-3p	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11.0
hsa-miR-1287-3p	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-6789-5p	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	2	0	0	0	11.0
hsa-miR-3165	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11.0
hsa-miR-6734-5p	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-4661-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11.0
hsa-miR-592	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-3129-5p	0	0	0	0	4	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	11.0
hsa-miR-302c-3p	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-6735-5p	0	0	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-3605-5p	0	0	0	0	2	0	0	4	0	0	0	0	3	0	0	0	0	0	0	2	11.0
hsa-miR-6891-5p	0	0	0	0	4	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11.0
hsa-miR-3157-5p	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11.0
hsa-miR-3622a-5p	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-6859-5p	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	4	0	10.880000000000003
hsa-miR-4306	0	0	0	0	0	4	0	0	0	0	3	4	0	0	0	0	0	0	0	0	10.5
hsa-miR-3157-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10.0
hsa-miR-3917	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10.0
hsa-miR-9899	0	0	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	10.0
hsa-miR-4728-5p	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-5094	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10.0
hsa-miR-7108-5p	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	10.0
hsa-miR-3175	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	10.0
hsa-miR-548av-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10.0
hsa-miR-936	0	0	0	0	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-584-3p	0	0	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-206	0	0	0	2	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-431-3p	2	2	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10.0
hsa-miR-6818-3p	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-4470	0	0	0	0	2	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-10b-3p	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	3	0	10.0
hsa-miR-15a-3p	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	10.0
hsa-miR-6806-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	10.0
hsa-miR-6770-3p	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9.000000000000002
hsa-miR-3074-3p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9.0
hsa-miR-548n	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	9.0
hsa-miR-4755-5p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9.0
hsa-miR-6860	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	2	0	9.0
hsa-miR-552-3p	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	9.0
hsa-miR-1303	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9.0
hsa-miR-6773-5p	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-3199	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-3944-5p	0	0	0	0	2	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-6789-3p	0	0	0	0	5	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9.0
hsa-miR-508-5p	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-6805-5p	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	2	0	9.0
hsa-miR-6848-5p	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9.0
hsa-miR-4677-5p	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9.0
hsa-miR-873-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	3	0	9.0
hsa-miR-6851-5p	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9.0
hsa-miR-4785	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-4767	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9.0
hsa-miR-1298-5p	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-3918	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	8.0
hsa-miR-4687-3p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-3910	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-664b-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	8.0
hsa-miR-6803-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8.0
hsa-miR-302d-3p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-6861-5p	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-4660	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	8.0
hsa-miR-6840-5p	0	0	0	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	8.0
hsa-miR-887-3p	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8.0
hsa-let-7c-3p	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-10397-3p	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-5696	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	8.0
hsa-miR-6516-3p	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	8.0
hsa-miR-6869-5p	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8.0
hsa-miR-943	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	8.0
hsa-miR-6786-5p	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8.0
hsa-miR-6783-3p	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	8.0
hsa-miR-6894-5p	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-1197	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	8.0
hsa-miR-7705	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	8.0
hsa-miR-3675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8.0
hsa-miR-6505-5p	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8.0
hsa-miR-5009-5p	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	8.0
hsa-miR-4680-5p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-548f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8.0
hsa-miR-10401-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	7.039999999999999
hsa-miR-1827	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7.01
hsa-miR-5006-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7.0
hsa-miR-4724-5p	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-3200-5p	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-3145-5p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-548ab	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-6800-5p	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	7.0
hsa-miR-6886-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7.0
hsa-miR-6767-5p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7.0
hsa-miR-548ay-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	7.0
hsa-miR-548ao-3p	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-1296-3p	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	7.0
hsa-miR-6755-5p	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-4676-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-6798-3p	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-6746-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-3166	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-3163	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	7.0
hsa-miR-4511	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	7.0
hsa-miR-4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7.0
hsa-miR-6890-5p	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7.0
hsa-miR-1538	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	7.0
hsa-miR-4708-3p	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-572	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	7.0
hsa-miR-6765-3p	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	7.0
hsa-miR-1236-5p	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-7109-3p	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	7.0
hsa-miR-4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7.0
hsa-miR-4489	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	7.0
hsa-miR-1909-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	7.0
hsa-miR-4638-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7.0
hsa-miR-585-3p	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-4727-3p	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	7.0
Hsa-Mir-5687_5p	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7.0
hsa-miR-6770-5p	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93
hsa-miR-1244	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6.880000000000001
hsa-miR-10396a-5p	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	6.640000000000001
hsa-miR-23c	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5
hsa-miR-19a-5p	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	6.0
hsa-miR-11399	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-5187-5p	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-6868-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	6.0
hsa-miR-1322	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-6804-5p	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-6862-5p	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	6.0
hsa-miR-95-5p	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6.0
hsa-miR-491-3p	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6.0
hsa-miR-548a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6.0
hsa-miR-4284	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6.0
hsa-miR-4802-5p	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-487a-5p	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-3174	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	6.0
hsa-miR-5010-5p	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-1295a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6.0
hsa-miR-1286	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6.0
hsa-miR-6875-3p	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	6.0
hsa-miR-5008-5p	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-122b-5p	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-122b-3p	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	6.0
hsa-miR-7845-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6.0
hsa-miR-545-3p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-3187-5p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6.0
hsa-miR-4455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6.0
hsa-miR-1224-5p	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-518e-3p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-4422	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-499b-3p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6.0
hsa-miR-6793-5p	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	6.0
hsa-miR-3150b-3p	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-3620-3p	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6.0
hsa-miR-526b-5p	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-4709-3p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
hsa-miR-2467-5p	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5.0
hsa-miR-6812-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5.0
hsa-miR-18b-3p	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-570-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5.0
hsa-miR-6800-3p	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	5.0
hsa-miR-7975	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5.0
hsa-miR-561-3p	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-4659a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5.0
hsa-miR-4686	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-4674	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-3691-3p	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-4697-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
hsa-miR-4725-3p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
