miRNA_name	SRX1169949	SRX1169948	SRX1169947	SRX1169946	SRX1169945	SRX1169944	SRX1169943	SRX1169942	SRX1169941	SRX1169940	SRX1169929	SRX1169921	SRX1169920	SRX1169923	SRX1169922	SRX1169925	SRX1169924	SRX1169927	SRX1169926	SRX1169958	SRX1169950	SRX1169951	SRX1169952	SRX1169953	SRX1169954	SRX1169955	SRX1169956	SRX1169957	SRX1169938	SRX1169939	SRX1169919	SRX1169932	SRX1169933	SRX1169930	SRX1169936	SRX1169937	SRX1169935
hsa-miR-301a-3p	0	2	0	0	0	2	0	8	7	2	0	0	2	12	0	0	0	8	0	0	0	0	24	7	3	3	0	0	0	0	4	2	0	2	2	4	0	94.0
hsa-miR-27a-5p	2	0	0	2	0	5	5	2	8	9	0	24	3	4	0	0	0	8	0	0	0	0	3	10	0	0	0	0	0	2	0	2	3	0	0	2	0	94.0
hsa-miR-219b-5p	0	2	10	6	4	7	5	0	6	4	0	0	0	0	0	0	0	0	0	0	3	0	12	5	0	3	3	2	0	2	0	0	2	5	3	8	0	92.0
hsa-miR-382-5p	0	0	0	0	0	0	3	0	6	2	0	0	0	15	9	0	0	15	0	0	0	0	20	12	0	0	2	0	0	0	5	0	0	0	0	3	0	92.0
hsa-miR-4742-5p	0	0	0	0	0	0	0	2	2	6	0	10	0	0	2	0	0	0	0	8	4	0	8	10	3	2	16	0	2	0	0	2	2	0	2	7	0	88.0
hsa-miR-493-5p	0	3	0	0	0	0	2	7	3	4	0	0	0	0	5	4	0	2	0	2	3	2	12	11	3	6	3	0	5	0	2	0	3	0	2	2	2	88.0
hsa-miR-10399-5p	0	3	4	3	0	0	3	2	5	2	2	8	2	0	0	0	0	6	0	7	0	2	0	5	0	0	6	0	3	0	0	2	6	2	3	10	2	88.0
hsa-miR-6857-3p	2	2	2	2	2	3	0	5	5	5	8	6	0	0	0	0	0	2	0	5	4	2	6	0	0	3	6	2	0	2	0	3	6	4	0	0	0	87.0
hsa-miR-1270	0	0	2	2	2	0	0	0	3	3	0	0	5	0	4	0	0	18	0	5	2	0	10	7	0	2	6	0	2	0	4	2	3	0	5	0	0	87.0
hsa-miR-134-5p	0	0	0	0	0	0	0	0	7	2	0	4	0	3	10	2	0	12	0	0	0	0	19	4	0	3	3	0	2	3	6	0	2	2	0	3	0	87.0
hsa-miR-196a-1-3p	10	19	0	9	5	7	16	0	0	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0
hsa-miR-2355-5p	3	0	0	3	0	2	0	2	5	3	2	2	0	0	2	0	0	8	0	0	0	4	6	6	2	8	6	0	2	0	0	4	2	0	3	7	3	85.0
hsa-miR-374a-3p	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	7	2	0	2	0	20	11	2	0	4	0	5	0	3	2	0	4	2	6	6	84.0
hsa-miR-877-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	33	2	0	0	25	0	0	0	2	9	4	0	0	0	0	0	0	2	0	0	3	0	2	0	84.0
hsa-miR-6789-3p	4	0	0	2	0	3	4	7	0	7	3	6	0	5	4	0	0	0	0	0	0	0	2	3	2	3	7	0	9	0	2	2	0	3	0	4	2	84.0
hsa-miR-6855-3p	0	0	0	3	2	8	3	0	5	10	3	3	0	0	0	0	0	0	0	2	2	0	7	0	2	2	3	2	5	0	0	2	6	2	2	7	2	83.0
hsa-miR-3187-3p	0	0	0	0	2	0	0	0	4	2	2	2	0	4	8	0	0	2	0	4	4	0	10	10	10	0	0	0	2	0	4	3	4	2	4	0	0	83.0
hsa-miR-4672	0	0	2	0	2	4	2	2	4	4	4	8	4	0	0	0	2	5	0	0	0	0	2	4	0	0	0	0	3	0	11	0	4	2	6	6	2	83.0
hsa-miR-6505-3p	5	4	2	2	0	8	5	3	6	6	5	3	0	0	2	0	0	0	0	4	3	0	5	4	2	0	2	0	2	0	0	3	2	0	2	0	2	82.0
hsa-miR-6804-3p	0	0	0	3	5	4	4	4	3	2	2	6	0	2	4	0	0	0	0	2	3	0	5	0	0	3	6	0	5	0	5	7	3	0	0	0	2	80.0
hsa-miR-193b-3p	0	0	5	0	0	3	11	0	2	0	7	2	0	2	2	0	0	3	0	6	3	0	4	0	0	0	5	0	0	0	5	2	3	2	12	0	0	79.0
hsa-miR-6883-3p	3	0	2	0	2	2	10	2	10	3	2	0	0	2	0	0	0	2	0	3	3	0	4	4	2	3	0	2	0	0	0	7	0	0	4	3	4	79.0
hsa-miR-4482-3p	7	0	0	0	0	0	0	0	0	0	5	2	18	7	0	0	0	0	0	2	0	0	0	19	0	2	0	0	0	0	4	2	0	10	0	0	0	78.0
hsa-miR-3074-3p	5	0	2	4	2	5	0	2	0	5	2	9	4	0	0	0	0	2	0	0	2	0	6	2	5	0	7	0	0	5	2	0	0	0	0	2	4	77.0
hsa-miR-548at-3p	0	0	0	0	4	2	3	0	10	3	3	10	0	2	0	0	0	2	0	0	0	0	8	4	2	0	0	0	3	0	0	4	4	4	7	0	2	77.0
hsa-miR-6806-3p	3	5	2	2	0	2	2	3	6	7	0	8	0	2	4	0	0	0	0	6	0	2	6	4	0	0	0	0	4	0	0	0	2	0	5	2	0	77.0
hsa-miR-548d-3p	0	2	0	2	2	2	2	2	4	4	3	2	0	0	2	0	0	0	0	0	0	2	9	0	0	3	2	0	0	4	0	2	6	4	10	5	2	76.0
hsa-miR-483-3p	0	0	0	2	2	2	0	0	6	6	2	6	0	9	2	0	0	7	0	0	0	0	7	0	0	0	6	0	0	0	6	2	0	0	6	3	0	74.0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	3	0	6	4	0	2	9	0	0	5	0	0	6	9	0	4	0	5	0	6	0	0	0	2	0	0	10	0	2	73.0
hsa-miR-3127-3p	0	6	0	0	0	2	5	0	6	7	0	0	0	8	2	0	0	5	0	0	0	0	2	0	2	2	0	2	2	0	8	3	0	2	3	3	3	73.0
hsa-miR-5188	4	0	2	0	0	0	5	0	0	3	3	6	0	0	4	0	0	8	0	2	3	2	11	6	4	2	2	0	0	0	0	0	2	0	2	0	2	73.0
hsa-miR-6730-3p	0	2	0	2	0	2	0	0	4	2	0	3	2	16	0	0	0	6	0	2	0	0	0	2	0	7	9	0	4	0	6	4	0	0	0	0	0	73.0
hsa-miR-301a-5p	0	0	0	0	0	2	0	0	2	0	4	5	3	7	6	0	0	19	0	0	0	0	7	3	2	0	0	0	3	0	2	2	0	4	0	2	0	73.0
hsa-miR-149-5p	2	0	0	0	0	2	4	2	3	0	0	0	0	0	2	0	0	5	0	4	3	0	0	0	0	3	0	0	0	6	28	0	0	0	0	4	4	72.0
hsa-miR-579-5p	2	3	4	4	0	2	3	0	0	4	0	5	0	5	2	0	0	4	0	0	0	0	18	0	4	2	3	0	0	0	0	0	6	0	0	0	0	71.0
hsa-miR-212-5p	2	0	0	4	2	4	2	3	3	2	2	0	0	13	2	0	0	11	0	0	0	0	2	0	0	0	0	0	5	2	7	0	0	0	0	0	5	71.0
hsa-miR-6885-3p	2	2	0	0	2	2	6	0	2	4	0	4	0	0	3	0	0	4	0	3	2	0	2	3	0	8	0	0	3	2	0	4	4	5	2	0	0	69.0
hsa-miR-671-5p	0	2	3	2	0	0	4	0	4	4	2	4	0	4	0	0	0	8	0	5	0	0	2	2	0	4	3	0	4	2	0	2	0	0	2	4	2	69.0
hsa-miR-2277-3p	0	5	3	5	0	3	4	2	6	2	2	3	0	0	2	0	0	0	0	3	2	2	3	4	0	0	3	0	0	2	0	2	3	0	2	2	3	68.0
hsa-miR-4746-5p	0	0	2	0	0	2	0	2	2	0	0	6	0	2	5	0	0	5	0	0	3	0	6	2	3	2	2	0	3	0	11	4	0	0	4	0	0	66.0
hsa-miR-3133	5	0	4	0	3	2	0	0	0	2	0	2	0	0	3	0	0	0	0	0	0	2	11	3	0	3	0	0	0	2	0	7	2	0	11	3	0	65.0
hsa-miR-195-5p	0	0	3	0	0	2	4	11	6	5	0	3	2	3	1	0	3	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	65.0
hsa-miR-188-3p	2	0	0	3	0	0	2	3	3	0	2	3	0	0	0	0	0	10	0	0	3	0	5	8	0	4	0	0	3	0	0	0	0	3	4	3	4	65.0
hsa-miR-570-3p	4	0	0	0	0	2	2	0	0	0	2	2	0	0	3	0	0	4	0	2	0	0	2	0	0	0	5	0	3	4	0	2	2	0	4	11	10	64.0
hsa-miR-20a-3p	0	0	2	0	0	0	4	4	5	5	2	2	0	0	0	2	0	8	0	2	0	0	7	8	0	2	2	0	2	0	0	0	0	0	3	0	4	64.0
hsa-miR-6503-5p	0	2	2	2	0	0	0	0	4	5	0	0	0	4	2	0	0	2	0	2	0	0	9	2	0	5	0	0	4	0	6	0	3	2	2	6	0	64.0
hsa-miR-3179	0	6	2	0	0	0	3	4	2	5	0	3	0	0	0	0	0	0	0	0	3	0	4	2	0	6	12	0	0	0	2	2	3	0	5	0	0	63.84
hsa-miR-15a-3p	0	0	0	0	0	0	0	2	0	0	2	2	7	12	2	0	0	11	0	0	0	0	2	4	2	0	4	0	0	0	13	0	0	0	0	0	0	63.0
hsa-miR-129-1-3p	0	3	5	0	0	1	0	0	5	2	5	2	0	0	3	0	0	0	0	5	0	0	6	3	0	0	4	0	0	0	0	4	0	2	7	4	2	63.0
hsa-miR-628-5p	0	2	2	2	0	2	4	4	5	2	0	5	2	3	0	0	0	2	0	4	2	0	5	2	3	0	0	0	0	2	0	2	0	3	4	0	0	62.0
hsa-miR-6826-3p	0	0	0	0	0	0	12	0	4	0	0	7	5	0	0	0	0	14	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	5	0	0	0	62.0
hsa-miR-337-3p	0	0	0	0	0	0	0	0	5	0	0	3	4	8	2	0	0	9	0	2	3	0	10	0	0	4	0	0	0	0	2	0	3	0	0	0	6	61.0
hsa-miR-6503-3p	0	0	0	0	0	0	2	0	0	0	0	4	6	0	4	0	0	31	0	0	0	0	0	0	0	4	2	0	0	0	8	0	0	0	0	0	0	61.0
hsa-miR-431-5p	0	2	0	0	0	0	2	0	0	4	0	0	0	4	8	0	0	12	0	0	4	0	2	5	0	0	0	0	4	0	3	2	0	0	0	7	0	59.0
hsa-miR-188-5p	0	0	0	2	0	2	0	2	6	0	2	0	0	11	2	0	0	13	0	0	0	0	2	2	0	0	0	0	0	0	9	0	0	2	0	4	0	59.0
hsa-miR-6754-3p	0	0	4	0	0	0	5	2	4	2	0	0	0	0	2	2	0	2	0	4	2	2	2	0	2	4	4	0	3	0	3	0	3	0	3	0	3	58.0
hsa-miR-6859-5p	2	0	4	0	0	0	2	2	0	3	0	3	2	7	4	0	0	2	0	3	4	3	4	2	5	0	2	0	2	0	0	0	0	0	0	2	0	57.44000000000001
hsa-miR-363-5p	0	0	0	3	0	2	2	0	0	2	2	13	0	0	0	0	0	2	0	9	0	0	7	2	3	0	0	0	0	0	0	2	2	0	4	2	0	57.0
hsa-miR-4635	2	0	2	2	0	0	4	4	0	2	0	7	2	0	0	0	0	0	0	2	0	0	9	2	0	0	3	2	3	0	0	0	4	0	3	4	0	57.0
hsa-miR-190b-5p	0	0	2	0	0	0	0	0	4	2	0	13	3	5	2	0	0	10	0	0	0	0	5	3	2	0	0	0	0	0	0	0	2	2	0	0	0	55.0
hsa-miR-12136	0	3	0	0	0	0	3	15	0	3	0	0	0	4	0	0	0	2	0	5	0	0	0	6	0	5	0	0	0	2	0	2	0	0	0	2	2	54.0
hsa-miR-6882-3p	0	0	5	0	0	0	6	0	5	4	0	0	2	6	0	0	0	10	0	2	2	0	0	0	0	0	2	0	0	0	8	0	0	0	2	0	0	54.0
hsa-miR-3135a	0	0	0	0	0	0	0	0	0	2	0	5	4	15	0	0	0	6	0	0	0	0	4	0	2	0	5	0	0	0	5	0	0	2	2	2	0	54.0
hsa-miR-3196	0	0	0	0	4	0	0	0	0	2	0	3	3	14	3	0	0	16	0	0	2	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	53.0
hsa-miR-122-5p	0	11	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	18	0	4	0	2	0	0	0	0	0	3	0	0	0	0	52.0
hsa-miR-379-5p	0	0	0	0	0	0	3	4	0	2	0	0	0	2	7	2	0	5	0	0	0	0	10	6	0	0	2	0	2	0	0	0	0	0	3	2	2	52.0
hsa-miR-7109-3p	0	2	0	4	0	0	4	0	4	3	2	2	0	3	3	0	0	16	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	3	0	0	52.0
hsa-miR-192-3p	0	2	0	2	0	2	0	2	8	6	6	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	6	3	0	3	0	2	51.0
hsa-miR-654-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	23	0	0	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	0	51.0
hsa-miR-6516-5p	0	0	0	0	0	0	0	3	0	2	3	7	5	7	4	0	0	12	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	51.0
hsa-miR-4512	0	0	0	0	0	0	0	0	0	0	0	4	6	6	7	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	49.0
hsa-miR-6762-3p	2	2	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	5	0	2	2	0	2	0	2	0	0	0	2	0	13	0	2	0	0	0	0	48.0
hsa-miR-450b-5p	0	0	0	0	0	0	2	2	2	3	3	3	0	0	0	0	0	5	0	0	0	0	8	2	0	0	0	0	3	2	0	0	3	2	2	0	5	47.0
hsa-miR-6735-3p	2	2	0	0	0	0	2	0	2	3	0	3	0	2	4	0	0	0	0	0	0	0	3	0	0	6	3	0	2	0	4	0	2	0	3	3	0	46.0
hsa-miR-194-3p	0	0	0	0	0	0	0	2	0	0	2	6	4	2	0	0	0	10	0	0	5	2	0	3	0	0	0	0	0	2	4	0	0	2	2	0	0	46.0
hsa-miR-5193	0	3	0	2	0	0	2	0	0	4	2	0	0	7	0	0	0	2	0	2	0	0	7	0	0	3	2	0	0	0	2	0	2	2	2	0	0	44.0
hsa-miR-1291	0	0	0	0	0	0	2	0	0	2	0	5	0	0	2	0	2	2	0	2	0	0	4	0	0	2	4	0	2	0	2	2	0	0	2	6	3	44.0
hsa-let-7g-3p	0	0	0	0	0	0	0	0	2	0	0	3	4	6	5	0	0	11	0	0	0	0	4	2	0	0	2	0	0	0	3	0	0	2	0	0	0	44.0
hsa-miR-410-3p	0	0	0	0	0	0	3	0	0	2	0	0	0	4	2	4	0	9	0	0	0	0	6	4	0	2	0	0	2	0	0	0	0	2	2	0	2	44.0
hsa-miR-933	0	0	0	0	0	0	2	0	0	0	0	2	2	4	4	0	0	11	0	2	2	0	0	0	0	0	0	0	3	0	4	0	2	0	0	2	2	42.0
hsa-miR-551a	0	2	0	4	2	2	2	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	2	2	2	3	0	0	2	0	0	42.0
hsa-miR-9901	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	3	0	41.0
hsa-miR-1255a	4	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	3	4	4	0	0	0	0	0	0	0	0	0	2	0	40.0
hsa-miR-211-5p	0	0	2	0	0	0	2	0	0	2	0	3	5	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	39.0
hsa-miR-493-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	5	3	0	0	5	0	0	3	0	11	8	2	0	0	0	0	0	0	0	0	0	0	0	0	39.0
hsa-miR-769-3p	0	0	0	0	0	4	0	2	2	3	2	3	0	5	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	37.0
hsa-miR-5189-5p	2	0	4	2	0	0	0	0	0	0	0	0	0	9	2	0	3	5	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	36.0
hsa-miR-4772-5p	2	3	0	0	0	3	0	2	2	0	0	0	0	2	3	0	0	0	0	0	0	0	9	4	0	0	0	0	2	0	0	0	2	2	0	0	0	36.0
hsa-miR-6783-5p	0	0	2	4	0	0	0	0	2	2	0	10	2	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	36.0
hsa-miR-378d	0	1	0	2	0	2	0	2	3	0	3	2	0	2	0	0	0	0	0	0	0	0	9	4	2	2	0	0	0	0	0	1	0	1	1	0	1	35.5
hsa-miR-5582-3p	0	0	0	0	0	3	2	0	0	0	0	4	4	4	4	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	35.0
hsa-miR-6797-3p	0	0	0	0	2	2	7	0	2	2	2	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	35.0
hsa-miR-6877-5p	2	2	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	7	0	3	0	0	0	2	0	2	3	0	0	0	0	0	0	0	2	0	0	35.0
hsa-miR-651-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	7	0	0	0	0	9	5	4	0	0	0	0	0	0	0	2	0	0	0	0	34.0
hsa-miR-6750-5p	2	0	3	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	2	3	0	5	0	0	0	0	0	3	0	2	2	0	2	0	0	0	34.0
hsa-miR-6812-3p	0	0	2	0	2	0	6	0	0	0	4	0	0	2	0	0	0	2	0	0	2	0	2	3	0	2	0	0	0	0	0	0	0	0	7	0	0	34.0
hsa-miR-219a-1-3p	0	2	0	0	0	4	9	0	2	0	0	0	0	8	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0
hsa-miR-6798-3p	0	0	0	0	0	0	0	0	0	7	0	0	0	2	4	0	0	0	0	0	0	0	4	0	0	3	0	0	2	2	2	0	3	0	0	2	2	33.0
hsa-miR-3128	2	0	0	0	2	0	2	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2	4	2	0	2	0	0	0	0	0	0	7	0	2	0	2	33.0
hsa-miR-3182	0	0	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	3	0	2	3	2	7	0	0	0	0	0	3	0	0	0	2	0	0	2	0	32.0
hsa-miR-4738-3p	0	2	0	0	0	0	0	0	0	2	2	3	0	7	4	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0	2	0	2	32.0
hsa-miR-605-3p	0	0	2	0	0	7	0	8	0	3	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	2	0	32.0
hsa-miR-1306-3p	0	2	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	2	3	2	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32.0
hsa-miR-432-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	5	0	0	0	0	11	4	2	2	2	0	0	0	0	0	0	0	0	0	0	32.0
hsa-miR-4435	0	0	0	0	0	0	3	2	0	8	2	3	0	2	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32.0
hsa-miR-3928-3p	0	0	0	0	0	2	2	2	0	0	0	0	0	5	2	0	0	4	0	0	0	0	4	0	3	2	3	0	0	0	2	0	0	0	0	0	0	31.0
hsa-miR-4676-3p	0	0	3	0	0	0	0	0	0	0	0	2	4	4	0	0	0	4	0	0	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	6	0	31.0
hsa-miR-3140-3p	0	0	2	2	0	0	3	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	8	0	0	0	3	0	0	0	0	0	5	0	0	2	0	31.0
hsa-miR-6886-3p	0	0	0	0	0	0	0	0	3	0	5	2	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	31.0
hsa-miR-3117-3p	0	2	0	0	0	0	0	0	0	2	0	5	0	3	0	0	0	9	0	0	0	0	4	2	0	0	0	0	0	0	0	2	0	2	0	0	0	31.0
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	4	0	2	2	0	8	0	0	0	0	0	2	5	2	30.0
hsa-let-7f-2-3p	0	0	0	0	0	0	0	0	0	0	3	8	2	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	6	0	30.0
hsa-miR-4775	0	0	0	0	0	0	0	0	2	3	2	3	4	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	3	0	29.0
hsv2-miR-H10	0	0	4	4	0	0	2	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	28.0
hsa-miR-1908-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	0	5	0	0	0	0	7	0	2	0	0	0	0	0	4	0	0	0	0	0	0	28.0
hsa-miR-3677-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	28.0
hsa-miR-299-5p	0	2	0	0	0	2	3	0	3	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	0	2	4	2	28.0
hsa-miR-23b-5p	0	0	0	0	0	0	4	0	2	2	0	0	0	2	0	0	0	0	0	3	0	2	3	0	0	2	4	0	0	0	0	0	0	0	0	2	2	28.0
hsa-miR-4753-3p	0	0	0	0	0	0	2	5	0	0	0	0	0	2	2	0	0	2	0	0	0	0	4	0	0	0	0	0	3	0	0	2	2	0	0	3	0	27.0
hsa-miR-6790-3p	0	0	0	0	2	0	2	0	2	0	0	5	0	4	3	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	27.0
hsa-miR-2355-3p	0	0	0	3	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	5	0	0	4	0	27.0
hsa-miR-659-5p	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	7	0	2	0	0	0	0	0	0	0	4	0	3	2	27.0
hsa-miR-590-3p	0	0	0	0	0	2	0	0	2	0	0	0	0	3	4	0	0	4	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	2	0	0	0	27.0
hsa-miR-16-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0
hsa-miR-643	0	0	0	0	0	0	0	2	2	0	3	0	2	2	4	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	2	0	0	27.0
hsa-miR-30d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0
hsa-miR-218-5p	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0
hsa-miR-30a-3p	0	0	0	0	0	1	0	0	0	0	1	3	0	4	4	0	0	7	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	1	0	26.0
hsa-miR-885-5p	0	0	0	2	0	0	3	0	2	0	0	6	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	4	3	0	0	0	0	26.0
hsa-miR-6734-5p	0	0	0	2	0	0	0	0	0	2	0	3	0	3	4	0	0	0	0	0	2	0	5	0	0	0	3	0	0	0	0	0	0	2	0	0	0	26.0
hsa-miR-135a-5p	2	0	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	2	2	2	4	0	26.0
hsa-miR-375-3p	0	0	2	0	0	0	3	0	0	4	0	2	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	3	0	26.0
hsa-miR-4785	2	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	3	0	0	4	2	0	0	0	0	0	2	2	0	0	0	0	4	0	26.0
hsa-miR-943	0	0	2	0	0	2	2	0	2	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	25.0
hsa-miR-33b-3p	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	25.0
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	25.0
hsa-miR-6868-3p	0	0	2	3	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	25.0
hsa-miR-24-1-5p	0	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	5	0	0	0	0	4	3	0	0	0	0	0	0	0	2	0	2	0	0	0	25.0
hsa-miR-3124-5p	0	0	3	0	0	0	0	0	2	4	0	0	0	0	2	0	0	3	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	0	2	25.0
hsa-miR-652-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	2	0	0	0	2	0	2	0	3	0	0	0	0	0	0	25.0
hsa-miR-4695-3p	0	0	0	0	2	0	2	0	0	0	2	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	25.0
hsa-miR-6750-3p	3	0	0	2	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	0	0	0	24.0
hsa-miR-4747-3p	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	7	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	2	0	2	0	24.0
hsa-miR-6818-5p	0	0	0	0	0	0	0	2	0	0	0	7	2	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	24.0
hsa-miR-129-2-3p	0	0	0	0	0	1	2	3	2	0	3	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	4	0	24.0
hsa-miR-580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	2	0	4	0	0	0	0	0	0	2	2	0	0	24.0
hsa-miR-92a-1-5p	0	0	0	0	0	0	0	3	0	3	0	2	0	3	0	0	0	2	0	0	0	0	5	0	0	3	0	0	0	0	3	0	0	0	0	0	0	24.0
hsa-miR-3150a-5p	0	2	0	0	0	0	0	0	0	4	0	0	2	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	4	0	2	0	0	0	0	0	0	24.0
hsa-miR-6817-3p	0	0	2	3	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	3	2	0	2	0	0	2	0	0	0	0	0	2	0	0	24.0
hsa-miR-2115-3p	2	0	0	0	0	0	2	2	4	2	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24.0
hsa-miR-30b-3p	0	0	2	2	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	3	3	0	0	2	0	0	2	0	0	0	0	0	0	0	23.0
hsa-miR-3168	0	0	0	0	0	4	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	23.0
