name	SRX1158749	SRX1158748	SRX1158761	SRX1158760	SRX1158767	SRX1158766	SRX1158765	SRX1158764	SRX1158769	SRX1158768	SRX1158747	SRX1158746	SRX1158763	SRX1158824	SRX1158810	SRX1158816	SRX1158822	SRX1158811	SRX1158798	SRX1158799	SRX1158796	SRX1158797	SRX1158794	SRX1158795	SRX1158792	SRX1158793	SRX1158790	SRX1158791	SRX1158762	SRX1158774	SRX1158813	SRX1158812	SRX1158815	SRX1158814	SRX1158817	SRX1158775	SRX1158819	SRX1158818	SRX1158823	SRX1158776	SRX1158821	SRX1158758	SRX1158759	SRX1158778	SRX1158779	SRX1158752	SRX1158753	SRX1158750	SRX1158751	SRX1158756	SRX1158757	SRX1158754	SRX1158755	SRX1158772	SRX1158777	SRX1158773	SRX1158771	SRX1158820	SRX1158803	SRX1158789	SRX1158788	SRX1158770	SRX1158784	SRX1158787	SRX1158786	SRX1158781	SRX1158780	SRX1158783	SRX1158782	SRX1158802	SRX1158785	SRX1158800	SRX1158801	SRX1158806	SRX1158807	SRX1158804	SRX1158805	SRX1158808	SRX1158809
hsa-miR-1260b	0	2	0	0	0	0	0	0	47	0	0	0	0	0	0	6	0	0	0	69	1805	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-5p	369	163	185	109	347	5	130	135	273	178	18	139	656	1559	0	3	0	2	2	1741	9	1468	4069	1600	1383	1043	0	11	10	196	533	6	924	400	4	532	379	2	480	8	505	90	186	6	2	17	18	0	363	15	8	9	513	5	6	21	146	9	23	1403	16	0	249	1742	22	12	3	152	5	0	309	16	23	372	4	1163	1933	423	15
hsa-miR-497-5p	22	307	327	269	135	515	563	18	153	6	287	285	17	9	0	674	5	2	12	2	2444	11	1393	10	9	1428	12	15	54	176	469	681	1341	8	9	21	0	0	4	486	366	17	10	428	0	357	255	41	13	26	4	19	123	21	10	15	11	2	8	7	49	290	71	5235	2592	365	5	2	17	1279	237	11	2	121	207	2	2492	611	2
hsa-miR-1260a	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-504-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-424-5p	0	0	0	0	146	0	0	0	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	3	0	0	0	0	4	0	0	0	155	0	0	0	0	0	0	9	0	0	0	0	0	8	0	2	6	0	0	3394	7	0	0	0	0	0	4	0	270	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-421	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	1115	0	0	11	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0
hsa-miR-103a-3p	1933	966	1047	194	1074	1108	1380	785	1736	557	343	816	367	1702	562	1320	1269	580	2096	21	3304	1964	4542	1328	2786	2690	1633	2133	1246	2418	626	528	1139	1602	17	26	32	528	391	2223	7	212	14	299	148	911	1177	143	94	1481	210	1589	218	1534	23	516	1216	2141	3682	8644	5066	577	103	2937	2063	871	86	1235	19	12	186	6421	3394	639	17	13	17	500	721
hsa-miR-1298-5p	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	988	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	100	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-384	8	0	0	7	376	2	2	0	9	0	9	0	0	0	2	0	0	122	0	0	0	0	0	2	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	13	11	2	0	7	5	0	0	0	6	0	0	1513	5	11	5	5	0	0	10	194	0	5	269	3	0	0	0	0	0	0	3
hsa-miR-100-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-3p	0	6	2	0	0	0	3	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1496	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
hsa-miR-939-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-28-3p	0	0	2	2	155	3	206	2	0	0	162	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	508	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	4	0	178	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-1180-3p	0	0	74	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	2	69	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193a-3p	4	7	0	0	50	0	46	5	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	3	0	0	331	0	0	10	0	0	0	0	0	0	8	3808	0	0	6	8	0	0	0	18	0	3	0	0	0	0	0	0	7	0
hsa-miR-615-3p	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-455-3p	4	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-212-5p	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	0	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	6	0	0	0	0	0	0	0	4	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-375-3p	4	62	3412	17	735	9	1433	42	0	237	1272	27	168	438	0	4	0	0	0	0	9	0	3	0	2	0	0	0	663	7	0	0	0	0	4	10	0	0	0	2359	216	22	0	9	2	32	82	0	7	1950	29	5	6	144	41	80	55	3	0	0	0	0	690	4	0	2062	84	14	213	954	1368	2	669	2	399	2	5	0	0
hsa-miR-664b-5p	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	3	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-5p	46	2	0	0	0	0	4	0	475	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	190
hsa-miR-29a-3p	2039	2034	2570	1183	2709	1712	734	1778	5161	1323	1389	1698	2503	1165	1350	3510	2558	1947	2880	1502	3962	1315	5711	9101	33455	7617	12231	8779	1124	3091	2305	5636	2516	4371	1936	1539	212	4238	3492	3985	2096	1159	408	1582	1007	3214	1143	1250	1860	4059	159	1569	1970	6996	891	2708	3420	1049	14791	15799	5217	1026	1556	7155	9163	2928	2231	6663	3899	2430	2277	11143	5763	1335	4753	7547	3913	2239	3770
hsa-miR-450a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99a-3p	2	0	0	0	0	0	0	0	2	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-222-3p	25	13	912	2	415	6	134	243	604	307	261	7	172	0	748	1100	2017	4	0	7	1638	0	6	7	8	21	0	0	293	761	8	270	0	576	16	317	0	8	0	3740	601	8	0	2	0	460	119	2	17	4667	4	528	12	1174	11	263	263	7	4	10	3	595	416	2	6	421	423	212	6	9	336	2908	4	563	2	0	3	441	3
hsa-miR-1-3p	14	3515	2	128	4	4522	2	0	20	3869	31	3005	677	2	3	4	487	2803	7	7	12	4	4	17	2	8886	16	4841	294	4	2541	7	3	206	5	4	0	0	7	17	525	9	0	7	232	193	866	15	2358	26	0	7	0	4	0	1112	4560	1075	1810	16	19251	10	0	12	12880	3	33	1067	371	1176	9	3163	4	2477	7	0	10	4989	8
hsv2-miR-H10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	333	0	0	0	19	0	0	0	0	27	12	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-3p	0	0	2	2	285	5	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	0	0	0	0	0	2	0	0	0	1636	0	0	4	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-95-3p	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	2	0	0	0	0	3	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-153-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-3p	532	93	14944	1901	4199	2766	19897	634	379	2931	1405	1438	964	2242	427	4479	1295	1258	2362	96	30258	29	26	37	5269	55	11	3845	2086	1380	380	3921	347	6	57	543	5	173	614	23497	3755	93	16	1769	179	2665	1693	750	2972	40425	141	42	440	8537	108	1053	3953	15	5277	35	1922	446	2808	43	54	14423	475	971	1559	20	6290	2415	8169	323	967	1642	14531	1488	32
hsa-let-7a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0
hsa-miR-378a-5p	0	0	2	0	0	0	228	0	0	189	11	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	2	137	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30e-5p	55	1272	1415	140	762	2944	278	205	496	2532	216	825	990	322	227	630	438	491	15	8	41	9	30	3	25	2916	1903	1078	77	1009	196	5	618	483	808	10	419	1209	1451	3535	473	280	111	737	166	311	1031	126	975	3810	146	364	126	1135	160	1613	1016	3	15	1853	2116	250	1569	12	5215	795	9	265	503	183	485	4	2447	735	13	589	7	1241	380
hsa-miR-765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-760	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-3p	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-3p	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2953	0	0	0	0	0	0
hsa-miR-149-5p	205	201	180	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	32	0	0	0	387	2	0	125	124	0	0	0	0	0	0	0	214	0	0	0	4	0	0	3	0	0	0	2211	0	0	0	0	0	0
hsa-miR-130a-3p	6	5	0	0	0	5	5	2	341	64	0	4	8	623	0	2	0	11	3	0	8	0	0	0	6	0	0	1347	3	0	2	164	0	0	0	4	578	2	0	132	0	188	0	347	0	5	0	6	9	78	0	0	0	674	0	118	91	3	0	1343	3	227	0	0	5	3	0	711	0	2	10	0	0	0	0	0	6	2	3
hsa-miR-101-5p	0	3	0	0	0	2	0	0	0	696	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-598-3p	0	2	2	0	0	122	0	0	6	0	0	103	13	0	0	0	160	0	0	0	0	0	0	0	0	0	2	491	0	0	0	0	0	0	0	68	0	0	0	0	0	85	0	0	0	2	2	2	0	0	0	0	2	2	0	2	0	0	5	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-4664-5p	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-769-5p	0	0	493	173	320	0	129	0	29	0	2	0	241	0	0	7	0	0	0	0	2749	0	6	0	0	6	0	0	51	12	0	0	0	0	0	0	0	663	2	583	3	2	0	0	0	2	0	0	0	627	0	0	4	184	2	111	127	0	0	0	0	0	156	0	0	526	2	3	0	0	662	0	1425	0	2	5	0	0	0
hsa-miR-27a-5p	2	0	114	0	143	0	0	0	3	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	3	2	0	270	0	0	0	0	0	249	0	0	0	2	0	0	238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-195-5p	12	162	17	36	139	9	458	6	22	64	179	20	41	0	5	0	0	0	1839	3	0	6	5	12	2086	4	1380	754	8	337	2	897	2	0	0	368	0	2	2	6	0	8	6	3	0	7	17	20	11	7	7	17	24	341	114	260	211	3	12	1423	1231	17	2	25	4	252	4	523	264	0	157	1100	7	0	0	3	4	5	296
hsa-miR-193b-5p	0	100	486	4	88	0	741	71	0	119	157	0	156	738	0	0	0	0	0	0	5	0	0	0	0	958	0	0	120	0	4	0	0	0	0	0	0	0	0	578	0	0	0	0	0	4	28	0	3	1000	4	0	0	171	0	104	3	4	6	4	0	0	39	2	0	67	0	2	0	0	220	7	0	0	0	0	1932	0	2
hsa-miR-200a-3p	11	3	95	0	447	139	0	0	1059	141	127	0	437	0	0	2	0	0	0	0	5	3	0	0	2	2	0	0	0	5	0	689	0	0	0	0	0	0	0	1623	0	0	0	0	0	9	268	0	0	2200	6	6	2	241	5	338	81	0	0	3	4	278	0	5	0	0	2	4	0	2	571	0	0	4	2	0	2	0	0
hsa-miR-122-5p	10	0	0	0	629	0	2	0	9	2	962	13	0	2	864	0	0	3	2	0	2	0	0	0	3508	0	2891	2	0	0	0	2798	0	0	0	0	0	0	0	2	0	0	0	0	0	2672	4	4	13	7	0	0	226	700	0	499	0	0	0	3460	9	226	209	9009	36	0	0	196	0	0	0	0	0	9	1542	0	0	2	558
hsa-miR-500a-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-212-3p	0	0	0	183	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	148	0	0	0	0	0	2	0	0
hsa-miR-132-3p	190	10	5	0	2	95	202	0	6	3	336	6	6	938	0	81	0	2	3390	0	3	7	0	3	0	0	4	2	0	0	0	0	0	0	0	9	0	7	0	3	0	3	0	7	0	13	552	9	13	8	0	2	5	4	0	20	4	0	0	3	2	267	269	29	6	2	0	0	0	0	6	0	0	3	0	0	2	0	0
hsa-miR-4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-5p	307	5	33	0	0	0	5	19	10	7	190	8	29	370	0	0	0	0	0	4	2	0	2	3	8	2	4	0	0	229	0	0	0	0	0	12	0	0	0	129	2	2	0	160	0	6	38	214	2	136	94	121	112	60	0	144	60	0	922	1918	8	40	126	2	4	229	2	752	0	0	97	718	4	0	2	0	10	0	5
hsa-miR-151b	0	2	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-223-5p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-582-5p	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	223	0	0	0	0	0	0	0	0
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-1-3p	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	196	0	0	0	58	0	0	0	412	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-143-5p	0	0	0	0	0	139	0	0	0	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	90	0	0	116	0	284	220	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-96-5p	0	2	0	0	0	0	5	2	0	66	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	2	0	0	0	86	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	2	0	0	0	379	0	0	0	0	124	2	0	229	0	0	0	0	0	0	0	0
hsa-miR-147a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-487b-3p	0	0	2	0	0	0	4	0	0	0	0	4	12	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	169	0	0	0	6	207	136	5	2	0	0	0	0	4	801	2	0	0	0	0	0	0	3	6	5	0	0	684	2	0	0	0	0	2	0	0
hsa-miR-153-3p	25	2	183	7	8	2	0	71	163	3	7	9	12	274	2	4	4	2	0	0	5	0	0	12	6	9	1656	4	15	323	374	0	0	0	0	20	0	181	211	117	0	4	5	163	0	26	9	11	23	10	2	11	252	339	100	299	15	0	1637	1778	1932	144	10	6	0	4	0	5	6	2	0	0	0	413	2	4	5	193	1357
hsa-miR-324-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	636	0	0	0	0	0	0	0	0	2	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	2	0	0	213	0	0	0	0	0	0	0	0
