name	SRX3432753	SRX3432752	SRX3432751	SRX3432750	SRX3432748	SRX3432749	SRX3432755	SRX3432754	SRX3432746	SRX3432747	SRX3432758	SRX3432757	SRX3432760	SRX3432759	SRX3432756
hsa-miR-7151-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-5699-5p	0	10	0	0	0	0	2	0	0	0	0	0	0	0	4
hsa-miR-183-5p	53474	14306	2299	1208	6	148	2951	7795	278	794	3176	787	7125	19910	4220
hsa-miR-346	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-375-5p	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4632-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5588-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4690-3p	2	0	0	4	0	5	0	5	0	27	0	2	0	0	3
hsa-miR-6858-5p	8	8	0	0	4	3	0	0	0	11	0	0	0	4	0
hsa-miR-9903	111	111	24	0	0	0	28	72	0	0	11	5	4	6	59
hsa-miR-340-3p	55	274	8	19	6	0	27	159	2	10	22	9	11	13	10
hsa-miR-532-3p	49	82	25	14	17	2	18	55	0	62	45	10	19	4	54
hsa-miR-6747-3p	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-3p	25091	47768	12696	1077	11	9	16182	15255	114	353	8307	1888	2582	1944	21261
hsa-miR-4489	5	0	0	0	0	21	0	0	0	13	0	0	0	2	2
hsa-miR-10b-3p	0	0	0	10	0	0	0	0	0	19	0	0	0	0	0
hsa-miR-4488	9	27	17	23	72	55	13	46	47	401	21	34	61	10	17
hsa-miR-369-5p	0	2	0	6	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-4684-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-3p	786	988	95	301	0	4	573	205	47	285	91	44	45	53	353
hsa-miR-374b-5p	16228	12687	1801	29	2	0	2695	5952	0	0	4589	713	1449	2486	4027
hsa-miR-142-3p	19	19	61	94	0	0	359	22	0	90	0	18	6	0	216
hsa-miR-4707-3p	7	0	0	0	0	0	0	2	0	5	0	2	0	0	0
hsa-miR-26a-2-3p	198	98	52	0	0	0	46	29	0	0	12	3	19	4	181
hsa-miR-6736-5p	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
hsa-miR-887-3p	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-3158-3p	50	52	5	234	92	564	13	116	70	3334	18	4	79	27	31
hsa-miR-5187-5p	32	4	0	0	0	19	0	3	0	15	0	0	6	5	2
hsa-miR-135a-5p	2931	2884	730	2	0	0	856	753	0	0	286	111	111	116	856
hsa-miR-410-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
hsa-miR-4789-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6817-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-548av-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3613-5p	23	50	42	8	0	0	89	10	2	0	3	3	0	0	56
hsa-miR-34a-3p	26	13	0	0	0	0	6	0	0	0	2	7	0	0	16
hsa-miR-10401-5p	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-1303	23	0	6	0	0	0	0	0	0	0	17	0	3	0	0
hsa-miR-181a-5p	45211	64800	14193	1621	199	98	18009	32547	115	3554	29787	6867	6969	5143	27459
hsa-miR-497-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-136-3p	5	0	0	6	0	0	0	0	5	4	0	0	0	0	2
hsa-miR-328-3p	103	153	13	281	144	29	32	46	36	298	99	17	19	66	68
hsa-miR-381-3p	53	43	7	37	0	2	6	67	42	70	7	16	15	14	13
hsa-miR-6783-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-4479	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0
hsa-miR-212-3p	19	7	2	0	0	0	12	3	0	0	5	0	2	0	2
hsa-miR-487b-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-96-3p	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4475	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7f-5p	608347	177743	62601	3870	324	52	63583	146493	2119	893	85720	14907	58163	71172	80034
hsa-miR-4473	0	3	0	0	0	0	0	2	0	0	0	0	4	0	2
hsa-miR-6503-3p	0	0	0	2	0	0	2	0	2	24	0	0	0	0	0
hsa-miR-4667-5p	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0
hsa-miR-4470	8	5	2	0	0	0	0	3	0	3	0	0	0	0	3
hsa-miR-7-2-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-16-1-3p	5	3	0	0	0	0	4	6	0	0	2	0	0	0	6
hsa-miR-486-5p	2023	16	9	191226	185956	159950	10	180	54943	373019	29	47	115	20	27
hsa-miR-4743-5p	8	0	0	0	0	0	0	2	0	5	0	2	0	0	0
hsa-miR-183-3p	4	9	0	2	0	0	0	5	0	0	0	0	0	0	0
hsa-miR-326	63	325	8	17	11	2	28	38	2	236	33	8	4	9	30
hsa-miR-375-3p	102875	72629	6926	921	6	484	7778	15263	948	4098	6259	4415	19777	133352	7892
hsa-miR-6777-5p	8	9	0	0	0	0	2	4	0	0	4	0	0	2	3
hsa-miR-6858-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4467	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-556-5p	5	41	2	0	0	0	2	10	0	0	9	0	0	0	2
hsa-miR-369-3p	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4466	3	2	0	2	11	10	0	6	2	8	2	0	0	0	4
hsa-miR-6847-5p	6	0	0	2	0	3	0	0	0	3	0	0	0	0	0
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-374b-3p	47	51	10	0	0	0	8	17	0	0	10	0	2	7	6
hsa-miR-20b-5p	16	36	4	126	1	0	8	6	4	40	12	5	0	0	26
hsa-miR-146b-5p	834726	929638	172766	1633	182	106	168484	407540	473	3257	178624	58479	87312	93982	382188
hsa-miR-4423-5p	9	23	0	0	0	0	0	6	0	0	0	0	0	0	2
hsa-miR-548av-3p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3613-3p	9	15	0	10	0	0	11	3	0	5	6	2	0	2	6
hsa-miR-10401-3p	40	14	5	6	3	9	6	44	0	76	23	3	2	0	46
hsa-miR-2115-5p	5	59	4	0	0	0	3	35	0	0	5	2	0	2	14
hsa-miR-181a-3p	774	739	131	24	0	0	165	445	2	53	409	84	108	248	310
hsa-miR-519d-3p	17	7	0	0	0	0	0	0	2	0	0	2	0	0	0
hsa-miR-6894-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-6783-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-487b-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-5p	323021	153004	33331	4539	514	134	33106	141065	2604	2035	84085	10325	50419	83968	31763
hsa-let-7f-1-3p	241	269	35	2	0	0	38	153	0	0	63	4	14	25	73
hsa-miR-7706	73	59	5	122	11	163	15	25	22	610	32	6	43	48	15
hsa-miR-7705	4	4	2	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6806-3p	5	2	0	2	0	2	3	9	0	5	0	0	2	2	0
hsa-miR-7704	160	129	62	6	10	61	70	126	3	359	88	90	114	41	58
hsa-miR-7703	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4454	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-597-5p	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-1268b	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4450	8	0	0	0	0	0	0	4	0	0	2	0	2	0	0
hsa-miR-486-3p	2	0	0	1539	0	450	0	0	1502	1642	0	0	0	0	0
hsa-miR-3136-5p	2	9	0	2	0	0	0	0	0	0	0	0	0	0	5
hsa-miR-504-5p	16	20	0	5	0	0	7	2	0	3	15	0	2	8	9
hsa-miR-370-3p	6	0	2	240	4	148	0	11	87	2966	5	5	0	2	2
hsa-miR-509-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6777-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	2	0	0	0	0	0	2	0	16	0	0	0	0	0
hsa-miR-4732-5p	0	0	0	105	2	12	0	0	8	180	0	0	0	0	0
hsa-miR-4449	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-551a	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-4448	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
hsa-miR-5090	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0
hsa-miR-6842-5p	3	2	0	0	0	0	0	0	0	31	0	0	0	2	0
hsa-miR-4443	163	62	89	0	5	2	98	117	2	62	78	15	50	36	93
hsa-miR-4440	0	0	0	4	0	0	0	0	0	14	2	0	0	0	0
hsa-miR-20b-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-146b-3p	8736	4914	1024	32	6	13	1479	3355	2	110	2531	789	4573	2871	1727
hsa-miR-2278	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
hsa-miR-4726-5p	4	0	0	0	0	0	3	0	0	17	0	0	0	0	2
hsa-miR-658	5	0	3	0	3	0	0	7	0	8	0	2	0	7	0
hsa-miR-4423-3p	23	9	3	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4802-5p	2	15	0	0	0	0	2	0	0	0	0	0	0	0	3
hsa-miR-6836-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-2115-3p	32	119	7	2	0	0	6	56	0	0	13	2	2	4	16
hsa-miR-1909-3p	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0
hsa-miR-155-5p	1037	1130	497	80	5	5	647	1403	18	39	663	260	181	315	762
hsa-miR-5002-5p	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-let-7a-3p	979	1123	460	47	0	0	356	396	4	0	131	20	66	43	572
hsa-miR-539-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4435	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
hsa-miR-597-3p	0	5	0	0	0	4	0	0	0	37	0	2	0	0	0
hsa-miR-4794	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-5p	60536	11028	4309	17029	2519	129297	4632	13575	5082	154213	6034	3797	13571	16554	9695
hsa-miR-4791	0	3	36	2	0	0	10	4	18	8	0	0	2	0	8
hsa-miR-518c-3p	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-22-5p	2737	3910	406	158	0	5	428	1310	7	141	310	105	246	297	492
hsa-miR-520f-3p	27	10	0	0	0	0	0	0	0	0	4	0	0	0	7
hsa-miR-24-2-5p	129	537	76	94	0	9	153	294	0	146	80	58	31	9	144
hsa-miR-149-5p	13	32	4	2	0	0	5	6	0	4	9	2	4	2	17
hsa-miR-643	0	11	0	0	0	0	3	7	0	0	0	0	0	0	2
hsa-miR-1976	2	0	0	4	9	0	0	0	0	7	0	0	0	0	0
hsa-miR-641	13	16	0	7	0	0	4	5	0	0	0	0	2	0	6
hsa-miR-6516-5p	45	57	11	0	0	0	22	35	2	12	16	3	8	4	25
hsa-miR-6877-5p	11	8	0	5	3	8	0	0	0	50	0	0	0	0	0
hsa-miR-4732-3p	0	0	0	54	114	82	0	0	15	236	0	0	0	0	0
hsa-miR-6761-5p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-23b-5p	231	25	19	6	0	2	35	31	5	26	70	15	83	53	44
hsa-miR-16-5p	15478	29864	6471	1764	15	36	9103	7309	119	569	4793	1026	1277	762	18733
hsa-miR-4429	11	11	7	8	1	2	2	8	0	117	6	4	3	0	14
hsa-miR-1179	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
hsa-miR-4426	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4785	2	0	0	0	0	0	0	2	0	6	0	0	0	0	2
hsa-miR-1287-5p	1687	1350	375	15	9	7	596	820	0	112	467	176	281	108	899
hsa-miR-4784	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0
hsa-miR-6842-3p	11	9	0	11	12	22	3	8	2	167	2	2	11	7	0
hsa-miR-103a-1-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4780	4	6	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-3135a	0	0	0	8	0	0	0	0	0	61	0	0	0	0	0
hsa-miR-10396a-5p	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0
hsa-miR-6755-5p	14	2	0	0	0	0	0	0	0	2	2	0	0	6	0
hsa-miR-636	0	0	0	15	14	0	0	0	0	35	2	0	2	0	0
hsa-miR-3177-3p	25	6	0	21	0	17	0	2	7	107	0	0	13	13	2
hsa-miR-4802-3p	15	10	0	0	0	0	0	7	0	0	2	0	2	0	0
hsa-miR-30b-5p	32883	45180	4448	98	2	0	5474	9322	2	39	7020	1039	3151	4438	8264
hsa-miR-6836-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-4639-5p	8	3	0	0	0	0	0	0	0	0	2	0	3	0	2
hsa-miR-219a-1-3p	144	21	12	4	0	2	10	58	2	40	20	12	31	36	25
hsa-miR-150-5p	106	61	18	933	261	60	104	64	201	936	48	13	25	26	90
hsa-miR-342-5p	187	290	92	138	4	42	115	220	34	982	104	54	31	16	96
hsa-miR-3690	11	6	0	0	8	4	2	12	0	8	0	2	4	5	0
hsa-miR-6780a-5p	0	0	0	0	0	18	0	0	0	14	2	0	2	0	0
hsa-miR-4775	15	15	0	0	0	0	0	2	0	0	2	0	0	2	6
hsa-miR-423-3p	5676	9939	2651	4605	982	993	3000	4821	445	18381	3987	1090	1365	924	4535
hsa-miR-6825-5p	4	2	0	0	0	4	0	0	0	3	0	0	0	0	0
hsa-miR-615-3p	14	18	0	19	0	0	2	0	2	10	4	0	2	2	3
hsa-miR-6883-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	14	0	2	0	0	4	0	0	0	28	2	5	0	0	7
hsa-miR-22-3p	63155	236560	25900	13218	284	2842	30930	47772	978	31417	32459	8317	4789	9769	60373
hsa-miR-144-5p	0	0	0	110	0	0	0	0	2	32	0	0	0	0	0
hsa-miR-6796-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-412-5p	0	0	0	3	0	2	0	0	8	0	0	0	0	0	0
hsa-miR-15a-5p	761	787	237	29	0	0	319	354	6	7	113	16	62	17	759
hsa-miR-517b-3p	19	4	3	0	0	0	0	2	0	0	3	0	0	2	5
hsa-miR-34c-5p	8	0	0	0	0	0	15	0	0	3	0	0	0	2	3
hsa-miR-3120-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-6516-3p	47	81	14	0	0	0	18	42	0	8	4	2	3	0	28
hsa-miR-3622a-5p	172	21	17	0	0	0	12	44	0	3	34	16	77	74	12
hsa-miR-208b-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23b-3p	11338	7187	2933	57	0	2	6451	5132	6	119	9114	1753	4360	1600	5476
hsa-miR-138-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-191-5p	54286	66042	5596	8066	2212	528	9819	28815	381	10867	28417	4121	6149	15742	11051
hsa-miR-184	4587	219	614	156	0	68	541	1058	15	181	2077	329	451	2547	688
hsa-miR-4767	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3
