name	SRX2540520	SRX2540521	SRX2540509	SRX2540508	SRX2540518	SRX2540519	SRX2540514	SRX2540512	SRX2540513	SRX2540510	SRX2540511	SRX2540516	SRX2540517	SRX2540507	SRX2540515
hsa-miR-509-3-5p	0	0	5	5	0	3	2	0	0	0	0	0	3	0	14	32.0
hsa-miR-20a-3p	0	0	0	2	4	4	0	0	0	0	2	11	9	0	0	32.0
hsa-miR-500b-5p	2	3	2	2	1	10	0	0	0	0	5	0	6	0	3	32.0
hsa-miR-6718-5p	0	4	2	0	0	2	0	0	0	2	0	4	10	0	8	32.0
hsa-miR-1269a	3	0	0	0	0	0	0	0	0	0	0	0	29	0	0	32.0
hsa-miR-548av-5p	0	0	0	0	8	1	4	0	0	2	2	13	2	0	1	32.0
hsa-miR-1226-3p	0	0	5	7	0	7	0	2	0	0	0	0	6	0	5	32.0
hsa-miR-1827	0	0	3	0	1	0	8	0	0	0	11	5	4	0	0	32.0
hsa-miR-152-5p	14	0	5	0	2	4	0	0	0	2	0	0	5	0	0	32.0
hsa-miR-4786-5p	8	6	2	0	0	8	0	0	0	0	5	0	2	0	0	31.0
hsa-miR-3183	5	0	0	4	0	0	4	0	0	0	0	12	6	0	0	31.0
hsa-miR-4796-5p	0	0	2	0	0	0	6	0	0	4	0	11	8	0	0	31.0
hsa-miR-1537-3p	0	0	0	0	4	0	6	0	0	0	0	14	2	0	5	31.0
hsa-miR-4425	0	2	0	0	5	0	0	0	0	0	0	0	24	0	0	31.0
hsa-miR-6726-3p	0	0	3	7	3	2	0	0	0	0	0	9	7	0	0	31.0
hsa-miR-3180	1	3	0	0	1	2	3	0	0	0	0	2	14	0	3	30.28
hsa-miR-6763-5p	16	0	0	2	0	0	0	2	0	2	0	0	8	0	0	30.0
hsa-miR-3149	0	0	3	0	2	2	5	2	0	0	4	0	0	0	12	30.0
hsa-miR-885-3p	0	0	5	0	3	0	2	0	0	0	0	0	15	5	0	30.0
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	7	20	0	2	29.0
hsa-miR-5000-3p	0	0	0	0	0	0	0	0	0	0	7	15	2	0	5	29.0
hsa-miR-212-3p	9	2	0	7	0	2	2	0	0	0	0	7	0	0	0	29.0
hsa-miR-1290	0	0	0	0	2	0	13	0	0	0	0	5	2	0	7	29.0
hsa-miR-1258	4	0	0	0	2	4	0	0	0	0	0	0	19	0	0	29.0
hsa-miR-4717-3p	3	0	3	3	0	6	2	0	0	0	0	3	9	0	0	29.0
hsa-miR-9983-3p	0	0	0	0	3	0	0	0	0	0	0	5	20	0	0	28.0
hsa-miR-642b-3p	0	0	0	0	3	0	2	0	0	0	0	0	19	0	5	28.0
hsa-miR-4709-5p	4	2	0	0	5	2	2	0	0	2	0	6	3	0	2	28.0
hsa-miR-4678	0	0	0	2	0	2	2	0	0	0	5	5	11	0	0	27.0
hsa-miR-6758-3p	7	0	2	0	0	0	3	0	0	0	0	6	9	0	0	27.0
hsa-miR-4676-5p	0	0	0	0	6	0	0	0	0	0	2	7	3	0	9	27.0
hsa-miR-4804-5p	8	0	6	0	0	0	4	0	0	4	0	0	2	0	2	26.0
hsa-miR-675-3p	8	0	2	0	2	0	2	0	0	0	0	3	9	0	0	26.0
hsa-miR-5706	3	0	0	0	2	3	4	0	0	0	0	9	3	0	2	26.0
hsa-miR-550b-2-5p	6	3	0	0	0	2	2	0	0	0	0	4	0	1	8	26.0
hsa-miR-154-3p	0	0	2	0	2	0	0	0	0	4	3	0	15	0	0	26.0
hsa-miR-944	0	0	2	2	0	0	0	0	0	0	0	8	14	0	0	26.0
hsa-miR-1914-5p	0	0	2	2	0	8	0	0	0	2	0	0	10	2	0	26.0
hsa-miR-592	0	4	0	0	5	0	0	0	0	0	0	0	17	0	0	26.0
hsa-miR-652-5p	0	0	0	4	0	0	2	0	0	0	0	5	15	0	0	26.0
hsa-miR-6809-5p	0	0	0	0	0	0	4	0	0	2	2	0	18	0	0	26.0
hsa-miR-6753-3p	0	0	0	0	7	2	4	0	2	2	0	0	2	0	7	26.0
hsa-miR-4797-5p	3	2	0	0	0	2	0	0	0	2	3	14	0	0	0	26.0
hsa-miR-6816-3p	0	0	0	0	0	0	0	0	0	0	2	12	0	0	11	25.0
hsa-miR-5004-3p	2	0	2	7	0	6	0	0	0	0	0	0	4	0	4	25.0
hsa-miR-1236-5p	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25.0
hsa-miR-545-3p	10	0	0	0	0	2	2	0	0	0	2	9	0	0	0	25.0
hsa-miR-4800-5p	3	2	0	0	2	3	0	0	0	0	0	0	15	0	0	25.0
hsa-miR-3684	3	0	0	0	2	6	3	0	0	0	2	9	0	0	0	25.0
hsa-miR-4638-3p	0	0	0	0	0	6	0	0	0	0	11	0	8	0	0	25.0
hsa-miR-8069	0	0	0	0	5	0	0	0	0	0	0	17	0	0	3	24.96
hsa-miR-1244	0	0	0	2	0	3	0	0	4	3	0	2	5	0	6	24.96
hsa-miR-6803-3p	7	0	2	4	0	6	0	0	0	0	0	0	3	2	0	24.0
hsa-miR-4777-3p	0	0	0	0	5	2	2	0	0	0	2	4	9	0	0	24.0
hsa-miR-3175	5	5	3	2	0	3	0	0	0	0	2	0	2	2	0	24.0
hsa-miR-4802-3p	0	0	0	0	0	0	0	0	0	0	0	11	7	0	6	24.0
hsa-miR-4796-3p	4	0	0	0	2	3	4	0	0	0	3	0	6	0	2	24.0
hsa-miR-149-5p	0	4	2	4	3	0	2	2	0	0	2	0	5	0	0	24.0
hsa-miR-33b-5p	2	0	0	0	3	0	0	0	0	0	2	8	9	0	0	24.0
hsa-miR-4782-5p	3	0	0	2	0	0	4	0	0	0	0	8	3	0	3	23.0
hsa-miR-943	2	2	0	4	0	3	3	0	0	2	0	4	0	0	3	23.0
hsa-miR-489-3p	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23.0
hsa-miR-4477b	0	0	0	2	0	0	0	0	0	0	0	6	15	0	0	23.0
hsa-miR-4753-3p	0	0	0	0	0	7	2	0	0	0	0	4	10	0	0	23.0
hsa-miR-29a-5p	5	0	0	0	0	0	0	0	0	0	0	12	0	0	6	23.0
hsa-miR-549a-3p	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	23.0
hsa-miR-6505-3p	7	0	0	0	2	4	0	0	0	0	0	2	6	2	0	23.0
hsa-miR-4492	0	0	2	0	1	0	13	0	2	0	1	3	0	0	1	22.5
hsa-miR-548al	0	0	0	0	2	2	0	0	0	0	14	4	0	0	0	22.0
hsa-miR-5094	0	0	2	0	4	8	0	0	0	0	0	0	5	0	3	22.0
hsa-miR-3166	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	22.0
hsa-miR-6817-3p	0	0	0	0	0	0	7	0	0	0	0	0	11	0	4	22.0
hsa-miR-1248	10	2	0	0	0	10	0	0	0	0	0	0	0	0	0	22.0
hsa-miR-584-3p	0	0	0	3	0	8	2	0	0	0	0	0	9	0	0	22.0
hsa-miR-487b-5p	0	2	0	4	3	0	0	0	0	2	0	0	0	0	11	22.0
hsa-miR-6787-5p	4	0	0	4	0	0	0	0	0	5	0	3	2	0	4	22.0
hsa-miR-4421	0	0	2	0	0	9	0	0	0	0	0	0	11	0	0	22.0
hsa-miR-490-5p	0	0	0	0	6	8	0	0	0	0	0	0	0	0	7	21.0
hsa-miR-4795-3p	0	0	0	0	0	3	0	0	0	0	4	8	6	0	0	21.0
hsa-miR-4505	2	0	0	0	0	0	7	0	0	0	0	8	4	0	0	21.0
hsa-miR-216a-5p	3	0	3	0	0	0	0	0	0	0	0	9	6	0	0	21.0
hsa-miR-675-5p	0	0	0	2	0	0	3	0	0	0	0	0	13	0	2	20.0
hsa-miR-1247-5p	10	2	2	2	0	2	0	0	0	0	0	0	2	0	0	20.0
hsa-miR-6832-5p	5	0	0	4	0	5	0	0	0	2	2	0	2	0	0	20.0
hsa-miR-4525	4	0	0	0	0	0	0	0	0	0	0	0	16	0	0	20.0
hsa-miR-6511b-5p	2	2	0	2	5	1	3	0	0	0	0	0	5	0	0	20.0
ebv-miR-BART13-5p	0	9	2	0	0	0	4	0	0	0	0	2	3	0	0	20.0
hsa-miR-3685	0	0	0	0	0	2	4	0	0	0	0	0	8	0	6	20.0
hsa-miR-3622a-5p	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	20.0
hsa-miR-5006-3p	0	0	0	4	3	2	2	0	0	0	0	5	3	0	0	19.0
hsa-miR-4433a-5p	0	6	0	2	0	4	0	0	0	3	0	0	2	2	0	19.0
hsa-miR-3145-3p	0	2	0	0	0	0	0	0	0	0	0	15	0	0	2	19.0
hsa-miR-7975	0	7	4	0	0	0	2	2	0	0	0	0	4	0	0	19.0
hsa-miR-7856-5p	0	3	0	0	2	2	0	0	0	0	0	3	7	0	2	19.0
hsa-miR-6125	0	0	0	6	0	0	6	0	0	0	0	0	5	0	2	19.0
hsa-miR-607	2	0	0	0	0	0	0	0	0	0	2	13	2	0	0	19.0
hsa-miR-1910-3p	0	0	2	0	3	0	7	0	0	0	0	0	7	0	0	19.0
hsa-miR-3165	3	0	2	3	0	4	3	0	0	0	0	0	2	0	2	19.0
hsa-miR-7851-3p	3	0	2	10	0	4	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-106a-3p	0	0	0	0	0	0	0	0	0	0	6	2	7	0	4	19.0
hsa-miR-6861-5p	7	0	0	4	2	0	0	0	0	5	0	0	0	0	0	18.0
hsa-miR-6736-5p	6	0	3	2	3	0	0	0	0	0	0	2	0	2	0	18.0
hsa-miR-6892-5p	6	3	0	0	0	0	0	0	0	0	0	0	3	2	4	18.0
hsa-miR-4648	5	0	0	0	4	0	0	0	0	0	0	0	9	0	0	18.0
hsa-miR-556-3p	0	0	0	3	2	0	0	0	0	3	2	8	0	0	0	18.0
hsa-miR-5587-5p	0	0	0	2	0	0	0	0	0	0	0	7	9	0	0	18.0
hsa-miR-6866-3p	0	3	0	0	0	0	0	0	0	0	0	0	8	2	5	18.0
hsa-miR-6839-5p	0	0	0	0	0	2	5	0	0	0	0	11	0	0	0	18.0
hsa-miR-219a-5p	0	0	4	4	0	2	0	0	0	2	2	4	0	0	0	18.0
hsa-miR-4677-5p	4	0	0	2	2	0	2	0	0	0	2	6	0	0	0	18.0
hsa-miR-6854-3p	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	18.0
hsa-miR-4680-3p	0	2	2	2	0	0	0	0	0	0	0	8	4	0	0	18.0
hsa-miR-3157-5p	7	2	0	0	0	0	0	0	0	2	0	2	3	2	0	18.0
hsa-miR-5188	0	0	0	0	0	4	0	0	0	0	2	9	2	0	0	17.0
hsa-miR-570-3p	0	0	0	2	5	0	0	0	0	0	7	0	0	0	3	17.0
hsa-miR-6843-3p	0	0	2	0	8	5	0	0	0	2	0	0	0	0	0	17.0
hsa-miR-4658	3	0	0	0	7	4	0	0	0	0	0	0	3	0	0	17.0
hsa-miR-371b-3p	0	0	2	0	0	0	2	0	0	0	0	8	5	0	0	17.0
ebv-miR-BART22	0	0	0	0	0	5	0	0	0	0	0	10	2	0	0	17.0
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	3	0	11	0	0	3	17.0
hsa-miR-4646-5p	0	0	0	0	3	0	0	0	0	0	10	0	4	0	0	17.0
hsa-miR-6802-5p	3	0	0	0	0	0	2	0	0	0	0	2	10	0	0	17.0
hsa-miR-548at-3p	0	0	0	0	2	4	0	0	0	3	2	0	6	0	0	17.0
hsa-miR-6821-5p	0	2	0	0	0	2	0	0	0	0	0	3	10	0	0	17.0
hsa-miR-187-3p	2	0	0	2	2	4	0	0	0	0	0	0	6	0	0	16.0
hsa-miR-3940-5p	0	2	0	0	0	0	4	0	0	0	0	0	10	0	0	16.0
hsa-miR-5090	0	0	0	3	2	0	2	0	0	2	0	3	0	0	4	16.0
hsa-miR-3137	0	0	0	0	0	0	0	0	0	0	2	0	4	0	10	16.0
hsa-miR-6774-5p	0	0	0	0	4	4	0	0	0	0	0	0	4	0	4	16.0
hsa-miR-577	9	0	2	0	0	0	0	0	0	0	0	5	0	0	0	16.0
hsa-miR-6738-3p	0	0	0	0	7	5	0	0	0	0	0	0	0	0	4	16.0
hsa-miR-3187-5p	0	0	0	0	0	2	2	0	0	0	0	8	4	0	0	16.0
hsa-miR-135a-2-3p	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	16.0
hsa-miR-1295b-3p	3	0	0	0	2	2	0	0	0	0	2	0	7	0	0	16.0
hsa-miR-519a-5p	0	1	0	0	9	0	0	0	0	0	0	5	1	0	0	15.17
hsa-miR-6812-3p	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	15.0
hsa-miR-6779-5p	3	0	0	0	6	0	0	0	0	0	0	0	6	0	0	15.0
hsa-miR-7847-3p	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	15.0
hsa-miR-95-5p	0	0	2	0	4	0	3	0	0	0	0	0	6	0	0	15.0
hsa-miR-5698	0	0	0	2	6	2	0	0	0	0	0	0	5	0	0	15.0
hsa-miR-3139	5	0	0	0	0	0	3	0	0	4	0	0	3	0	0	15.0
hsa-miR-4512	0	0	2	0	2	0	0	0	0	0	0	4	0	0	7	15.0
hsa-miR-4787-3p	0	0	0	3	0	4	0	0	0	0	0	0	8	0	0	15.0
hsa-miR-6881-3p	0	0	0	2	0	2	0	0	0	0	0	4	7	0	0	15.0
hsa-miR-6774-3p	0	4	4	0	0	0	0	0	0	0	0	0	0	0	7	15.0
hsa-miR-3678-5p	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	15.0
hsa-miR-4723-3p	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	15.0
hsa-miR-6802-3p	0	0	2	2	0	2	0	0	0	0	0	5	4	0	0	15.0
hsa-miR-3129-3p	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	15.0
hsa-miR-4800-3p	0	0	0	0	0	0	0	0	0	0	0	4	9	0	2	15.0
hsa-miR-6770-3p	0	2	2	7	0	0	0	0	0	0	0	2	0	0	2	14.940000000000001
hsa-miR-6859-3p	0	0	0	3	0	3	0	0	0	0	2	0	3	0	3	14.079999999999998
hsa-miR-202-5p	3	0	0	0	0	0	3	0	0	0	2	0	6	0	0	14.0
hsa-miR-4715-5p	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	14.0
hsa-miR-516a-5p	3	0	0	0	0	3	0	0	0	0	0	8	0	0	0	14.0
hsa-miR-147b-5p	3	2	0	0	4	0	0	0	0	0	0	0	5	0	0	14.0
hsa-miR-4700-5p	2	0	0	0	5	3	4	0	0	0	0	0	0	0	0	14.0
hsa-miR-449c-5p	0	0	2	0	3	3	4	0	0	2	0	0	0	0	0	14.0
hsa-miR-6838-5p	0	0	2	0	0	0	5	0	0	0	0	5	0	0	2	14.0
hsa-miR-5004-5p	0	0	0	4	2	0	0	0	0	0	0	5	0	0	3	14.0
hsa-miR-6810-5p	0	0	2	8	0	0	0	0	0	4	0	0	0	0	0	14.0
hsa-miR-3944-3p	3	3	0	0	0	0	0	0	0	0	0	0	8	0	0	14.0
hsa-miR-3159	0	0	0	0	0	2	3	0	0	0	0	2	0	0	7	14.0
hsa-miR-372-3p	0	0	2	0	5	0	0	0	0	0	0	0	4	0	3	14.0
hsa-miR-4726-5p	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	14.0
hsa-miR-6857-3p	0	0	2	0	0	2	0	0	0	0	0	0	7	0	3	14.0
hsa-miR-4670-5p	0	0	0	0	0	2	0	0	0	0	0	4	8	0	0	14.0
hsa-miR-7109-3p	4	0	2	8	0	0	0	0	0	0	0	0	0	0	0	14.0
hsa-miR-449a	0	0	0	0	2	8	0	0	0	2	0	0	2	0	0	14.0
hsa-miR-4491	3	0	0	0	0	0	0	0	0	0	0	0	5	0	6	14.0
hsa-miR-3659	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	14.0
hsa-miR-4727-3p	0	0	4	0	0	3	0	0	0	0	0	0	7	0	0	14.0
hsa-miR-877-3p	0	0	3	8	0	0	0	0	0	0	0	0	0	3	0	14.0
hsa-miR-6889-5p	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	13.0
hsa-miR-4749-5p	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13.0
hsa-miR-6861-3p	0	0	0	0	0	0	0	0	0	4	0	5	4	0	0	13.0
hsa-miR-6754-3p	0	0	0	0	2	7	0	0	0	0	0	0	4	0	0	13.0
hsa-miR-7113-5p	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	13.0
hsa-miR-6840-5p	0	0	0	0	2	0	0	0	0	0	0	11	0	0	0	13.0
hsa-miR-4485-5p	0	0	9	2	0	0	0	0	2	0	0	0	0	0	0	13.0
hsa-miR-605-5p	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	13.0
hsa-miR-6847-5p	0	0	4	0	0	0	3	0	0	2	0	0	0	0	4	13.0
hsa-miR-6791-5p	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	13.0
hsa-miR-130a-5p	0	0	2	4	0	0	0	0	0	0	7	0	0	0	0	13.0
hsa-miR-4774-5p	4	0	0	0	0	2	0	0	0	0	0	7	0	0	0	13.0
hsa-miR-4667-5p	4	0	0	0	0	0	0	0	0	0	4	0	5	0	0	13.0
hsa-miR-6878-5p	0	0	0	0	0	0	0	0	0	0	0	7	3	0	3	13.0
hsa-miR-5690	0	0	0	0	3	0	2	0	0	0	0	5	3	0	0	13.0
hsa-miR-1256	0	0	4	2	0	0	2	0	0	0	2	0	0	0	3	13.0
hsa-miR-548ap-5p	0	1	0	0	2	0	0	0	0	0	1	7	2	0	0	13.0
hsa-miR-6827-5p	0	0	2	5	0	2	0	0	0	0	0	0	4	0	0	13.0
hsa-miR-6762-3p	0	0	2	0	0	0	0	0	0	0	0	3	8	0	0	13.0
hsa-miR-4752	0	0	3	3	0	0	0	0	0	0	0	0	7	0	0	13.0
hsa-miR-4744	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	13.0
hsa-miR-10392-5p	0	0	0	0	0	2	0	0	0	0	0	5	6	0	0	13.0
hsa-miR-6724-5p	0	0	0	0	0	3	0	0	0	0	0	6	0	0	4	12.880000000000003
hsa-miR-23c	0	0	1	2	1	0	2	0	0	0	0	3	5	0	0	12.67
hsa-miR-653-5p	0	2	3	0	0	0	0	0	0	0	0	7	0	0	0	12.0
Hsa-Mir-1913_5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	12.0
hsa-miR-34b-3p	0	0	2	0	0	0	3	0	0	0	0	5	0	0	2	12.0
hsa-miR-6800-5p	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12.0
hsa-miR-301b-5p	0	0	0	0	0	2	3	0	0	0	0	5	0	0	2	12.0
hsa-miR-4690-5p	0	0	0	2	0	0	3	0	0	0	0	0	7	0	0	12.0
hsa-miR-8072	0	0	0	2	0	0	5	0	0	0	0	2	3	0	0	12.0
hsa-miR-4731-5p	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	12.0
hsa-miR-3154	0	0	0	2	2	2	6	0	0	0	0	0	0	0	0	12.0
hsa-miR-6875-5p	2	0	0	0	2	2	0	0	0	2	2	0	2	0	0	12.0
hsa-miR-99a-3p	0	0	0	2	0	2	0	0	0	0	0	0	6	0	2	12.0
hsa-miR-196b-3p	0	0	0	0	2	2	5	0	0	0	0	0	0	0	3	12.0
hsa-miR-6885-3p	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	12.0
hsa-miR-6787-3p	0	0	2	0	3	0	0	0	0	0	0	3	0	0	4	12.0
hsa-miR-135b-5p	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-3145-5p	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	11.0
hsa-miR-153-3p	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	11.0
hsa-miR-887-5p	4	0	0	0	0	0	0	0	0	0	0	3	4	0	0	11.0
hsa-miR-548ah-5p	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11.0
hsa-miR-3664-3p	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11.0
hsa-miR-494-5p	0	0	0	0	4	3	2	0	0	2	0	0	0	0	0	11.0
hsa-miR-4645-5p	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	11.0
hsa-miR-3189-3p	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	11.0
hsa-miR-3125	0	0	0	0	0	0	0	0	0	2	2	3	4	0	0	11.0
hsa-miR-10394-3p	0	2	0	0	0	2	7	0	0	0	0	0	0	0	0	11.0
hsa-miR-3680-5p	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	11.0
hsa-miR-6740-5p	2	0	0	0	2	2	0	0	0	0	0	3	2	0	0	11.0
hsa-miR-4708-3p	7	0	0	0	0	0	2	0	0	0	0	0	2	0	0	11.0
hsa-miR-7845-5p	0	3	0	3	0	0	3	0	0	2	0	0	0	0	0	11.0
hsa-miR-4766-3p	5	0	0	0	3	0	0	0	0	0	0	3	0	0	0	11.0
hsa-miR-4737	5	0	0	0	2	0	0	0	0	0	0	0	4	0	0	11.0
hsa-miR-15a-3p	0	0	2	0	0	0	2	0	0	0	4	0	3	0	0	11.0
hsa-miR-506-5p	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11.0
hiv1-miR-TAR-5p	0	0	0	0	6	0	0	2	0	0	0	0	0	0	3	11.0
hsa-miR-506-3p	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10.0
hsa-miR-653-3p	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	10.0
hsa-miR-3065-3p	5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-5187-3p	0	0	0	0	0	2	0	0	0	0	2	6	0	0	0	10.0
hsa-miR-6883-3p	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	10.0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	10.0
hsa-miR-1238-3p	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-6749-3p	0	0	0	0	0	3	2	0	0	0	0	5	0	0	0	10.0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10.0
hsa-miR-3619-3p	4	0	0	0	2	2	2	0	0	0	0	0	0	0	0	10.0
hsa-miR-6853-3p	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	10.0
hsa-miR-103a-2-5p	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	10.0
hsa-miR-181d-3p	0	0	0	0	2	0	3	0	0	0	0	3	0	0	2	10.0
hsa-miR-2392	0	3	0	0	0	0	0	0	0	0	0	2	0	0	5	10.0
hsa-miR-4522	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-6777-3p	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	10.0
hsa-miR-1911-5p	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10.0
hsa-miR-3129-5p	3	0	0	0	0	3	0	0	0	0	0	0	4	0	0	10.0
hsa-miR-597-5p	0	0	2	0	0	0	0	0	0	0	0	3	0	0	5	10.0
hsa-miR-6508-3p	0	0	0	0	0	0	2	0	0	0	0	2	6	0	0	10.0
hsa-miR-6867-5p	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10.0
hsa-miR-3683	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	10.0
hsa-miR-6735-3p	0	0	4	3	0	0	0	0	0	0	0	3	0	0	0	10.0
hsa-miR-3184-5p	0	0	0	2	6	0	2	0	0	0	0	0	0	0	0	10.0
hsa-miR-4500	0	1	0	0	0	0	0	0	0	0	0	7	2	0	0	9.34
hsa-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9.0
hsa-miR-5589-3p	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9.0
hsa-miR-548s	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-758-5p	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9.0
hsa-miR-8079	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9.0
hsa-miR-8070	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	9.0
hsa-miR-3158-5p	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	9.0
hsa-miR-3191-5p	0	0	2	2	0	0	3	0	0	0	0	0	2	0	0	9.0
hsa-miR-7110-5p	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	9.0
hsa-miR-3173-3p	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-3195	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9.0
hsa-miR-6798-3p	0	0	0	0	0	0	0	0	0	0	5	0	0	2	2	9.0
hsa-miR-600	0	0	0	0	0	2	3	0	0	0	0	0	4	0	0	9.0
hsa-miR-4747-5p	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	9.0
hsa-miR-6826-5p	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	9.0
ebv-miR-BART19-3p	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	9.0
hsa-miR-6808-3p	0	0	2	0	0	2	0	0	0	0	0	3	2	0	0	9.0
hsa-let-7a-2-3p	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	9.0
hsa-miR-299-5p	2	0	3	2	0	0	0	0	0	2	0	0	0	0	0	9.0
hsa-miR-6845-5p	0	0	0	0	5	0	0	0	0	2	0	0	2	0	0	9.0
hsa-miR-3144-3p	2	2	0	0	0	0	3	0	0	0	0	0	0	0	2	9.0
hsa-miR-1909-5p	2	0	0	0	0	0	0	0	0	0	0	5	2	0	0	9.0
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	9.0
hsa-miR-4765	0	0	0	0	3	0	2	0	0	2	2	0	0	0	0	9.0
hsa-miR-4748	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	9.0
hsa-miR-3663-5p	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9.0
hsa-miR-503-3p	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	8.0
hsa-miR-6797-5p	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8.0
hsa-miR-1234-3p	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	8.0
hsa-miR-6788-3p	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-6727-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	8.0
hsa-miR-224-3p	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8.0
hsa-miR-5583-3p	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	8.0
hsa-miR-3922-3p	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	8.0
hsa-miR-433-5p	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	8.0
hsa-miR-6847-3p	0	0	0	0	3	2	0	0	0	0	0	0	3	0	0	8.0
hsa-miR-6791-3p	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-4523	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	8.0
hsa-miR-4701-5p	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	8.0
hsa-miR-6820-3p	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	8.0
hsa-miR-578	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	8.0
ebv-miR-BART1-5p	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	8.0
hsa-miR-10398-5p	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	8.0
