name	SRX2742138	SRX2742139	SRX2742130	SRX2742131	SRX2742132	SRX2742133	SRX2742134	SRX2742135	SRX2742136	SRX2742137	SRX2742158	SRX2742159	SRX2742152	SRX2742153	SRX2742150	SRX2742151	SRX2742156	SRX2742157	SRX2742154	SRX2742155	SRX2742129	SRX2742128	SRX2742127	SRX2742126	SRX2742125	SRX2742124	SRX2742123	SRX2742122	SRX2742149	SRX2742148	SRX2742161	SRX2742160	SRX2742166	SRX2742165	SRX2742164	SRX2742141	SRX2742140	SRX2742143	SRX2742142	SRX2742145	SRX2742144	SRX2742147	SRX2742146	SRX2742163	SRX2742162
hsa-miR-181d-5p	2	0	0	0	0	0	0	2	2	0	2	4	0	5	4	0	2	5	8	5	0	0	0	0	0	0	0	0	5	2	17	0	2	6	6	3	2	0	6	4	0	0	2	11	6	113.0
hsa-miR-6513-5p	0	0	0	0	2	0	2	0	2	0	2	4	0	0	6	6	2	3	17	12	0	0	0	0	0	0	0	0	2	0	6	5	7	4	4	8	0	0	2	2	0	2	2	4	5	111.0
hsa-miR-5581-3p	4	3	0	2	0	4	0	0	2	3	0	4	5	2	3	5	4	0	8	2	0	0	0	0	0	0	0	0	4	3	5	2	5	0	3	17	5	0	4	0	0	3	0	9	0	111.0
hsa-miR-6798-3p	2	0	0	2	0	0	0	0	0	2	4	4	5	8	14	4	4	5	9	9	0	0	0	0	0	0	0	0	5	0	4	3	6	2	4	3	2	0	0	2	0	0	0	2	5	110.0
hsa-miR-616-5p	2	4	0	0	0	0	0	2	0	3	2	9	0	0	5	2	6	5	14	2	0	0	0	0	0	0	0	0	3	3	3	0	4	2	8	7	5	3	2	0	0	0	0	10	4	110.0
hsa-miR-4482-3p	0	0	2	0	0	0	0	0	8	11	0	2	0	0	0	7	5	4	34	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	4	2	0	0	3	0	0	7	107.0
hsa-miR-581	4	2	0	2	0	0	0	0	0	6	2	9	2	7	4	3	14	5	4	0	0	0	0	0	0	0	0	0	5	7	2	0	0	0	2	10	0	0	0	3	0	2	0	5	7	107.0
hsa-miR-3913-5p	2	0	0	0	0	0	4	0	0	0	3	2	0	2	4	5	0	8	10	2	0	0	0	0	0	0	0	0	0	7	9	7	2	2	8	7	2	0	2	7	0	0	0	10	0	105.0
hsa-miR-942-3p	0	0	2	2	2	9	0	0	0	7	2	2	0	0	0	7	2	0	10	0	0	0	0	0	0	0	0	0	9	5	0	0	2	6	0	11	0	0	0	4	0	3	0	16	2	103.0
hsa-miR-6817-3p	0	0	0	0	0	4	0	0	2	0	5	5	3	10	12	10	3	3	6	3	0	0	0	0	0	0	0	0	0	5	0	4	0	2	2	4	2	2	0	5	0	0	4	7	0	103.0
hsa-miR-3187-3p	0	0	0	2	0	0	0	2	4	3	0	3	0	4	5	18	2	3	12	8	0	0	0	0	0	0	0	0	0	3	5	4	6	2	2	0	0	0	2	3	0	0	0	9	0	102.0
hsa-miR-3177-3p	0	2	0	0	0	0	0	0	3	0	0	0	6	7	9	7	2	5	10	3	0	0	0	0	0	0	0	0	7	9	2	2	4	3	3	9	0	0	0	5	0	0	0	2	0	100.0
hsa-miR-7-1-3p	2	4	0	0	0	4	0	2	0	6	0	4	0	4	4	4	0	2	13	0	0	0	0	0	0	0	0	0	3	5	4	2	0	14	0	0	0	0	3	0	2	4	0	8	5	99.0
hsa-miR-378g	0	0	0	0	0	0	0	2	2	2	0	2	0	0	4	7	2	4	9	8	0	0	0	0	0	0	0	0	0	0	7	2	7	4	10	7	0	0	2	6	0	0	0	12	0	99.0
hsa-miR-6726-3p	0	0	0	0	0	3	0	0	0	0	2	0	0	9	9	13	0	9	18	7	0	0	0	0	0	0	0	0	2	2	4	0	2	4	0	6	2	0	2	2	0	0	0	2	0	98.0
hsa-miR-597-3p	0	0	0	2	0	0	2	0	0	5	8	5	2	3	6	3	2	3	16	3	0	0	0	0	0	0	0	0	0	6	5	3	2	0	2	9	2	0	0	0	0	0	0	0	9	98.0
hsa-miR-3124-5p	2	0	0	2	0	0	2	0	2	2	2	2	4	4	0	10	2	0	19	4	0	0	0	0	0	0	0	0	2	5	2	0	11	0	4	7	0	0	0	4	0	0	0	2	0	94.0
hsa-miR-6743-3p	2	2	0	0	0	4	2	0	0	0	2	2	0	4	8	5	0	6	11	8	0	0	0	0	0	0	0	0	0	5	4	0	4	6	3	6	0	2	0	0	0	2	0	4	2	94.0
hsa-miR-629-3p	0	0	0	5	0	0	0	0	0	0	0	5	0	5	6	7	2	2	10	10	0	0	0	0	0	0	0	0	6	9	0	0	2	4	8	2	0	0	4	2	0	0	0	5	0	94.0
hsa-miR-548ac	4	2	0	2	0	4	0	3	0	4	0	2	2	7	8	2	2	0	0	0	0	0	0	0	0	0	0	0	9	6	5	0	0	9	4	0	0	0	2	3	0	3	0	7	3	93.0
hsa-miR-548j-5p	3	0	0	0	0	0	0	0	7	5	3	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	7	2	15	8	2	2	0	0	0	0	0	2	15	91.0
hsa-miR-548at-3p	0	0	2	0	0	0	0	2	0	0	0	3	0	7	2	8	4	0	8	0	0	0	0	0	0	0	0	0	2	0	4	0	4	8	10	10	2	2	0	2	2	0	0	4	4	90.0
hsa-miR-1284	0	2	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	4	0	3	3	3	35	0	0	5	0	0	0	3	0	6	89.0
hsa-miR-103a-2-5p	0	6	0	2	0	6	2	0	0	4	2	5	2	2	2	8	0	2	0	3	0	0	0	0	0	0	0	0	0	0	12	0	2	5	4	2	3	0	3	2	0	0	0	10	0	89.0
hsa-miR-191-3p	0	0	0	0	0	0	0	0	0	2	2	7	0	0	6	4	7	0	22	8	0	0	0	0	0	0	0	0	0	0	2	0	9	0	5	4	0	0	0	0	0	0	0	0	10	88.0
hsa-miR-3143	0	0	0	0	0	0	0	0	0	2	4	6	3	2	0	2	12	0	3	0	0	0	0	0	0	0	0	0	4	9	5	0	0	6	8	2	0	0	2	0	0	0	0	3	15	88.0
hsa-miR-129-1-3p	0	0	0	2	0	0	0	6	1	12	2	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	6	0	4	0	0	18	8	0	2	0	2	0	0	2	0	2	4	88.0
hsa-miR-4433a-5p	0	0	0	0	0	0	0	0	3	0	3	4	0	0	3	6	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	4	8	8	10	10	2	2	3	0	0	0	0	0	2	87.0
hsa-miR-451b	2	3	3	2	0	0	0	0	0	7	5	7	6	0	2	6	0	0	9	0	0	0	0	0	0	0	0	0	3	5	3	0	2	5	3	0	0	2	8	0	0	0	0	3	0	86.0
hsa-miR-6786-3p	0	0	0	0	0	4	2	0	3	0	0	2	2	5	16	4	2	0	11	4	0	0	0	0	0	0	0	0	0	0	2	3	7	0	4	6	3	0	0	4	0	0	2	0	0	86.0
hsa-miR-7855-5p	0	0	0	0	0	0	0	0	0	2	2	8	0	2	0	9	2	2	10	6	0	0	0	0	0	0	0	0	2	8	6	0	0	3	3	10	0	0	0	2	0	4	0	5	0	86.0
hsa-miR-329-3p	4	2	0	0	0	2	0	0	0	0	3	11	0	0	0	0	0	2	25	6	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	10	2	0	0	0	0	0	0	0	0	85.0
hsa-miR-6855-3p	0	4	0	0	0	4	0	0	0	2	0	0	0	5	7	5	3	0	21	0	0	0	0	0	0	0	0	0	0	5	3	0	6	3	2	3	2	2	0	2	0	0	0	3	2	84.0
hsa-miR-3135a	0	0	0	0	0	0	0	0	2	5	0	0	3	0	2	0	2	2	2	2	0	0	0	0	0	0	0	0	6	6	5	0	10	5	6	14	0	0	4	0	0	0	0	3	2	81.0
hsa-miR-6749-3p	2	0	0	2	0	0	0	2	2	0	2	2	0	11	5	5	4	7	14	7	0	0	0	0	0	0	0	0	0	3	0	3	0	0	4	5	0	0	0	0	0	0	0	0	0	80.0
hsa-miR-3128	7	2	0	0	0	2	2	2	0	0	4	6	0	7	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	2	0	0	0	0	0	0	5	3	0	13	0	80.0
hsa-miR-27a-5p	0	0	0	0	0	0	0	0	0	0	9	7	0	2	2	7	3	6	3	0	0	0	0	0	0	0	0	0	0	3	10	0	5	2	3	2	0	0	2	3	0	0	0	9	2	80.0
hsa-miR-624-5p	0	3	0	0	0	0	0	0	0	5	2	2	0	0	6	0	9	3	0	0	0	0	0	0	0	0	0	0	3	11	3	0	2	0	10	6	0	0	2	3	0	0	0	7	2	79.0
hsa-miR-181c-3p	7	2	0	2	0	0	0	2	0	2	9	11	0	0	0	2	0	0	3	4	0	0	0	0	0	0	0	0	0	2	8	0	2	0	3	2	0	0	2	2	0	0	0	10	3	78.0
hsa-miR-939-5p	0	0	0	2	0	0	2	0	2	0	6	3	6	2	10	9	0	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	5	0	0	0	2	2	78.0
hsa-miR-135a-5p	0	0	0	0	0	0	2	0	0	0	4	8	4	0	8	4	3	4	2	5	0	0	0	0	0	0	0	0	0	8	8	0	0	0	4	2	0	0	0	0	0	0	0	3	8	77.0
hsa-miR-6820-3p	0	0	0	0	2	0	0	0	0	6	0	6	2	3	3	5	4	2	8	3	0	0	0	0	0	0	0	0	2	6	4	0	0	0	3	2	4	0	0	5	0	0	0	6	0	76.0
hsa-miR-495-3p	0	3	0	0	0	0	0	7	0	0	6	11	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	24	0	2	0	4	0	0	0	2	0	3	0	75.0
hsa-miR-6505-3p	0	2	2	0	0	0	0	2	0	0	4	2	0	0	14	4	5	5	6	2	0	0	0	0	0	0	0	0	0	2	4	2	3	0	4	0	3	2	0	0	0	0	3	0	3	74.0
hsa-miR-450b-5p	2	0	0	0	0	2	0	0	0	0	0	3	3	0	6	0	6	0	2	0	0	0	0	0	0	0	0	0	0	8	3	2	2	2	5	0	0	0	0	4	0	0	2	10	12	74.0
hsa-miR-31-5p	0	0	0	0	0	0	0	0	0	0	2	9	11	0	5	2	5	2	3	3	0	0	0	0	0	0	0	0	4	3	7	4	5	0	7	2	0	0	0	0	0	0	0	0	0	74.0
hsa-miR-3127-3p	0	0	0	0	0	0	0	0	2	0	0	0	8	0	7	5	7	2	6	5	0	0	0	0	0	0	0	0	2	0	3	2	13	0	0	6	2	0	0	0	0	0	0	0	3	73.0
hsa-miR-382-5p	3	0	0	0	6	2	0	0	0	2	5	9	0	0	0	0	2	2	6	11	0	0	0	0	0	0	0	0	0	2	0	0	0	5	3	3	6	0	0	0	0	0	0	4	2	73.0
hsa-miR-6783-5p	0	2	0	0	0	0	0	0	0	2	2	2	0	4	0	6	3	4	10	2	0	0	0	0	0	0	0	0	0	4	0	0	3	3	7	2	0	0	3	5	0	4	0	4	0	72.0
hsa-miR-203a-3p	0	0	0	0	0	0	0	0	2	2	2	0	8	0	8	0	0	0	2	20	0	0	0	0	0	0	0	0	2	3	9	2	8	3	0	0	0	0	0	0	0	0	0	0	0	71.0
hsa-miR-5009-5p	0	0	0	0	0	0	0	0	0	0	4	3	0	2	5	11	0	4	5	3	0	0	0	0	0	0	0	0	0	2	5	0	2	3	7	5	0	0	0	0	0	0	0	9	0	70.0
Hsa-Mir-4773_5p	0	2	0	0	0	0	0	0	5	0	4	7	0	0	0	0	2	2	10	3	0	0	0	0	0	0	0	0	0	2	0	0	20	3	0	0	0	0	0	2	0	6	0	0	2	70.0
hsa-miR-877-5p	0	0	0	0	0	0	2	0	0	0	3	6	3	4	7	7	0	0	5	2	0	0	0	0	0	0	0	0	0	7	6	2	2	0	6	0	0	0	0	5	0	0	0	0	2	69.0
hsa-miR-6509-3p	0	0	0	2	0	0	0	2	0	0	0	0	0	2	2	2	0	3	13	2	0	0	0	0	0	0	0	0	2	0	4	0	6	7	0	10	2	0	4	0	0	0	0	2	2	67.0
hsv2-miR-H10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	7	3	18	0	0	0	0	0	0	0	0	2	0	2	4	6	4	3	0	6	0	0	2	0	0	0	0	0	66.0
hsa-miR-452-5p	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	4	10	6	8	2	0	0	0	0	0	0	0	0	2	7	4	0	0	3	4	0	0	0	0	0	0	0	0	0	5	66.0
hsa-miR-149-5p	0	0	0	0	0	0	0	3	2	4	6	7	0	0	3	4	0	3	6	0	0	0	0	0	0	0	0	0	0	0	6	3	0	8	0	3	0	0	2	0	0	2	0	2	2	66.0
hsa-miR-933	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	7	0	3	0	3	0	0	0	0	0	0	0	0	4	2	2	0	10	2	0	10	5	2	0	6	0	0	0	4	0	65.0
hsa-miR-491-5p	0	0	0	0	0	0	4	2	0	2	2	2	0	2	6	0	0	3	0	4	0	0	0	0	0	0	0	0	4	2	3	2	5	5	4	3	0	0	0	5	0	2	0	3	0	65.0
hsa-miR-218-5p	0	0	0	0	0	0	0	0	0	0	2	5	9	0	0	7	2	2	8	2	0	0	0	0	0	0	0	0	0	5	2	2	0	0	7	0	0	0	0	0	0	0	0	2	10	65.0
hsa-miR-429	0	2	0	0	0	0	0	0	0	0	0	7	5	0	6	6	4	0	8	3	0	0	0	0	0	0	0	0	3	3	3	0	3	0	5	0	0	0	0	0	0	0	0	0	5	63.0
hsa-miR-1306-3p	0	0	2	0	0	0	0	0	0	0	0	0	3	0	4	8	0	0	13	7	0	0	0	0	0	0	0	0	0	2	2	2	9	2	2	2	2	0	0	3	0	0	0	0	0	63.0
hsa-miR-337-3p	2	0	0	0	0	0	0	0	0	4	17	14	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	62.0
hsa-miR-4635	0	0	0	2	0	0	0	0	0	5	2	2	0	2	3	2	3	0	5	0	0	0	0	0	0	0	0	0	2	3	0	0	4	4	5	11	2	0	0	2	0	0	0	0	3	62.0
hsa-miR-3944-5p	0	0	0	0	2	0	2	0	0	0	2	2	2	6	2	9	3	4	5	0	0	0	0	0	0	0	0	0	4	4	0	0	0	4	0	2	0	0	0	3	0	0	0	6	0	62.0
hsa-miR-6503-5p	0	0	0	0	0	2	0	0	2	0	3	3	3	0	4	5	4	0	7	2	0	0	0	0	0	0	0	0	2	2	2	5	0	2	0	7	2	0	0	2	0	0	0	0	3	62.0
hsa-miR-6131	0	0	0	2	0	0	0	0	5	2	2	2	2	0	2	0	0	3	3	5	0	0	0	0	0	0	0	0	0	0	2	2	3	0	3	2	6	0	0	9	0	0	0	3	3	61.0
hsa-miR-6852-5p	0	0	0	0	0	0	0	0	2	0	0	4	2	4	0	4	0	3	10	0	0	0	0	0	0	0	0	0	5	6	0	2	2	0	4	7	0	0	0	4	0	0	0	0	2	61.0
hsa-miR-3150a-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	4	4	22	2	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	8	3	0	0	0	0	0	0	4	0	61.0
hsa-miR-6775-3p	0	2	0	0	0	0	0	2	0	0	2	4	2	8	3	2	2	0	7	6	0	0	0	0	0	0	0	0	3	2	3	0	2	0	3	3	2	0	2	0	0	0	0	0	0	60.0
hsa-miR-379-5p	0	3	0	0	0	0	0	0	0	12	0	8	2	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	3	0	10	7	0	2	0	0	0	0	0	0	0	2	59.0
hsa-miR-3928-3p	0	0	0	0	2	0	0	0	0	2	0	0	0	2	5	8	0	0	4	9	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	10	0	0	0	2	0	0	0	6	0	59.0
hsa-miR-409-5p	4	0	0	0	0	0	0	0	0	7	6	6	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	2	0	16	3	0	2	0	3	0	0	0	0	0	0	58.0
hsa-miR-3157-3p	0	0	0	0	0	0	0	2	0	0	0	2	2	4	4	6	4	0	10	2	0	0	0	0	0	0	0	0	5	2	0	0	2	0	0	10	0	0	2	0	0	0	0	0	0	57.0
hsa-miR-1538	0	0	0	0	0	0	0	0	0	0	2	3	4	0	3	10	2	2	8	0	0	0	0	0	0	0	0	0	0	0	3	0	11	2	0	3	0	0	0	2	0	0	0	0	2	57.0
hsa-miR-139-3p	2	2	0	0	0	0	0	0	2	0	2	6	10	0	0	4	0	3	5	0	0	0	0	0	0	0	0	0	0	2	2	2	7	0	0	2	0	0	0	2	0	0	2	0	2	57.0
hsa-miR-628-3p	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	2	2	2	0	4	0	0	0	0	0	0	0	0	4	4	4	0	4	6	2	10	0	0	0	0	0	0	0	4	2	56.0
hsa-miR-4690-3p	0	0	0	2	0	0	0	0	0	4	3	3	0	2	3	2	2	2	15	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	4	0	0	4	0	0	0	0	3	0	56.0
hsa-miR-320e	0	0	0	0	0	0	0	0	1	0	3	1	5	2	0	1	0	7	7	2	0	0	0	0	0	0	0	0	2	0	7	0	1	3	3	2	2	0	2	1	0	0	0	2	0	55.15000000000001
hsa-miR-12136	0	6	0	2	0	0	0	0	4	0	0	0	0	2	0	0	0	7	5	6	0	0	0	0	0	0	0	0	3	2	5	6	0	2	0	3	0	0	0	0	0	0	2	0	0	55.0
hsa-miR-92b-5p	2	0	0	0	0	0	0	0	3	0	2	0	4	4	6	2	0	2	11	6	0	0	0	0	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	2	0	0	0	2	0	55.0
hsa-miR-10399-5p	0	0	0	0	0	2	0	2	0	0	7	9	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	2	2	0	0	0	0	0	0	2	2	0	4	5	55.0
hsa-miR-769-3p	0	0	0	0	0	0	0	0	0	2	0	2	7	0	3	9	0	0	6	4	0	0	0	0	0	0	0	0	0	2	2	2	0	3	6	6	0	0	0	0	0	0	0	0	0	54.0
hsa-miR-5193	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	3	0	2	20	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	4	0	0	0	0	0	0	4	0	53.0
hsa-miR-9903	0	0	0	0	0	0	0	2	0	0	2	2	0	4	3	2	0	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	2	7	0	0	0	0	0	2	0	12	4	53.0
hsa-miR-301a-5p	0	0	0	0	0	0	0	0	0	2	2	3	0	0	4	3	4	2	3	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	9	3	0	2	0	2	0	0	2	0	3	52.0
hsa-miR-4672	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	0	2	0	0	2	2	3	2	6	0	0	6	2	0	0	0	12	4	52.0
hsa-miR-493-5p	4	0	0	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	5	0	0	8	3	2	4	0	0	2	0	0	0	0	0	51.0
hsa-miR-145-3p	2	0	0	0	0	0	0	0	0	4	10	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	2	0	3	0	0	2	0	0	0	3	0	6	51.0
hsa-miR-6859-5p	2	0	0	0	0	0	0	0	0	0	0	3	2	2	2	5	0	5	6	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	5	4	0	0	0	0	0	0	3	0	49.6
hsa-miR-4435	0	0	2	0	0	0	0	0	0	0	0	3	2	5	6	3	2	0	6	5	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	8	0	48.0
hsa-miR-651-5p	0	0	0	0	0	0	2	3	0	2	0	0	0	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	5	10	0	0	0	0	0	0	0	0	9	0	47.0
hsa-miR-542-3p	0	0	0	0	0	0	0	0	0	0	0	3	4	0	8	0	3	3	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	2	0	0	0	0	2	0	0	0	2	6	47.0
hsa-miR-877-3p	0	0	0	0	2	2	3	0	2	0	0	0	0	0	0	2	7	0	10	8	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	4	0	0	0	0	0	0	0	0	47.0
hsa-miR-375-3p	2	2	0	0	0	0	0	0	2	3	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	4	5	0	2	3	2	0	0	6	0	47.0
hsa-miR-3163	0	0	0	2	0	0	0	2	2	2	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	6	0	2	0	0	2	5	2	3	0	0	0	0	0	2	6	0	45.0
hsa-miR-1255a	0	4	0	0	0	0	0	0	0	6	0	4	0	0	2	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	4	4	0	0	0	0	2	45.0
hsa-miR-193b-3p	0	0	0	0	0	2	0	0	0	2	0	0	2	2	3	5	0	0	5	2	0	0	0	0	0	0	0	0	2	3	2	0	2	0	2	3	0	0	0	0	0	0	0	5	2	44.0
hsa-miR-654-5p	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	3	2	7	0	0	0	0	0	0	0	0	0	5	3	0	0	14	0	0	2	0	0	0	0	0	0	0	0	44.0
hsa-miR-5188	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	4	0	2	3	4	0	0	0	0	2	2	0	0	7	6	43.0
hsa-miR-642a-5p	0	0	0	0	0	3	0	0	0	0	2	4	0	2	2	0	5	0	3	2	0	0	0	0	0	0	0	0	0	2	9	0	2	0	0	2	2	0	3	0	0	0	0	0	0	43.0
hsa-miR-26a-2-3p	0	0	0	0	0	0	0	0	0	0	21	6	0	0	4	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	43.0
hsa-miR-3690	0	7	0	2	0	0	0	0	0	0	2	2	0	4	0	6	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	5	0	43.0
hsa-miR-5006-3p	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	2	0	0	5	9	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	5	8	0	0	2	0	0	0	0	0	42.0
hsa-miR-943	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	5	4	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	2	0	0	0	3	0	0	2	2	0	2	41.0
hsa-miR-2277-5p	0	0	0	0	0	0	0	0	2	2	2	4	0	0	3	2	0	0	5	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	4	2	0	2	0	0	0	0	6	0	41.0
hsa-miR-4504	0	0	0	0	0	0	3	2	0	0	0	0	0	4	6	4	2	7	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	5	0	40.0
hsa-miR-6503-3p	0	0	0	0	0	0	0	0	2	0	2	5	0	4	0	2	0	4	4	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	5	0	0	0	0	0	0	0	0	4	40.0
hsa-miR-9-5p	0	0	0	0	0	0	0	0	0	0	3	5	0	0	2	2	2	0	0	5	0	0	0	0	0	0	0	0	0	2	2	0	0	0	6	0	0	0	2	0	0	0	0	8	0	39.09
hsa-miR-130a-5p	0	0	0	0	0	0	0	2	0	0	5	5	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	2	0	3	0	0	0	0	6	2	39.0
hsa-miR-181c-5p	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	2	0	6	7	3	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	2	0	0	2	0	0	0	0	0	38.0
hsa-miR-122-5p	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	20	0	2	3	0	0	0	0	0	0	0	0	0	2	0	38.0
hsa-miR-6852-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	6	0	5	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	2	0	0	0	0	3	38.0
hsa-miR-6793-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	4	4	0	0	0	0	0	0	0	0	0	3	3	2	0	2	0	0	10	0	0	2	2	0	0	0	0	0	37.0
hsa-miR-671-5p	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	4	4	6	0	0	0	0	0	0	0	0	0	2	2	2	3	2	0	2	2	0	0	0	0	0	0	0	0	37.0
hsa-miR-6866-5p	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	5	2	0	0	0	0	0	0	0	10	0	35.0
hsa-miR-6883-3p	0	0	0	0	0	2	0	0	0	0	2	0	0	2	2	0	2	0	6	0	0	0	0	0	0	0	0	0	2	0	2	0	5	0	2	3	2	0	0	0	0	0	0	0	3	35.0
hsa-miR-219b-5p	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	34.0
hsa-miR-1227-3p	0	0	0	0	2	0	0	0	0	3	0	0	2	0	5	6	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	34.0
hsa-miR-219a-1-3p	2	3	0	0	0	3	0	0	0	0	0	0	0	2	3	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	34.0
hsa-miR-6855-5p	0	0	0	0	0	0	0	0	2	0	2	2	4	2	4	2	0	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33.0
hsa-miR-3157-5p	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	7	0	0	5	0	5	0	0	0	0	0	0	0	0	2	33.0
hsa-miR-493-3p	0	0	0	0	0	2	0	0	0	4	0	7	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	4	4	0	0	0	0	0	0	0	0	33.0
hsa-miR-6826-3p	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	0	0	0	0	2	0	0	0	0	0	4	33.0
hsa-miR-194-3p	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	2	2	3	0	2	0	0	0	0	0	0	0	0	2	2	0	0	6	0	0	2	0	0	0	0	0	0	0	0	4	33.0
hsa-miR-6812-3p	0	0	0	0	0	0	0	0	2	0	0	2	0	2	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	6	0	2	0	0	0	0	0	2	0	0	33.0
hsa-miR-3180-5p	0	0	0	0	0	0	0	2	0	3	0	0	2	3	0	0	0	2	7	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	32.760000000000005
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	4	11	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	31.0
